node,unw_in_deg,unw_out_deg,unw_betweenness,unw_closeness,unw_pagerank,trx_in_deg,trx_out_deg,trx_betweenness,trx_closeness,trx_pagerank,amt_in_deg,amt_out_deg,amt_betweenness,amt_closeness,amt_pagerank
N2090|B1,0.05555555555555555,0.0,0.0,0.05644132653061225,0.06130837863255561,0.016853932584269662,0.0,0.0,0.03570821185617104,0.06003692367737205,0.00018239355581127733,0.0,0.0,0.00010184332516505645,0.05898465387114209
N6722|B3,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,1.6685845799769852e-05,0.0,0.0,0.0
N2090|B4,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.00011507479861910242,0.0,0.0,0.0
N6723|B17,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0,0.0,7.277330264672038e-05,0.0,0.0,0.0
N2091|B1,0.037037037037037035,0.0,0.0,0.037627551020408156,0.04087225242170373,0.016853932584269662,0.0,0.0,0.03174063276104092,0.0400246157849147,0.00012455696202531646,0.0,0.0,0.00012101990462314916,0.039323102580761396
N2091|B17,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,5.178365937859609e-05,0.0,0.0,0.0
N6724|B4,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.00032163406214039125,0.0,0.0,0.0
N2092|B1,0.018518518518518517,0.011764705882352941,0.001589825119236884,0.018813775510204078,0.02043612621085187,0.0056179775280898875,0.00510204081632653,0.001589825119236884,0.011902737285390347,0.020012307892457355,0.00032163406214039125,0.00032145775592635215,0.001589825119236884,0.00032163406214039125,0.019661551290380695
N2093|B11,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.00023014959723820485,0.0,0.0,0.0
N2093|B1,0.018518518518518517,0.0,0.0,0.018813775510204078,0.02043612621085187,0.0056179775280898875,0.0,0.0,0.011902737285390347,0.020012307892457355,0.00023014959723820485,0.0,0.0,0.0002301495972382048,0.019661551290380695
N6725|B8,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,8.552359033371692e-05,0.0,0.0,0.0
N2094|B1,0.018518518518518517,0.0,0.0,0.018813775510204078,0.02043612621085187,0.0056179775280898875,0.0,0.0,0.011902737285390347,0.020012307892457355,8.552359033371692e-05,0.0,0.0,8.55235903337169e-05,0.019661551290380695
N2095|B4,0.037037037037037035,0.011764705882352941,0.06677265500794914,0.13378684807256233,0.05117877866320821,0.03932584269662921,0.04081632653061224,0.06677265500794914,0.10738681039858781,0.02989095672963576,0.0011415552227848102,0.004105683848791715,0.06677265500794914,0.000420867823259811,0.01658685791024316
N2095|B1,0.037037037037037035,0.058823529411764705,0.05882352941176471,0.09829237817576007,0.0801283730006194,0.05056179775280899,0.12755102040816327,0.05882352941176471,0.10185294969559651,0.0632659531113514,0.0042207586474108175,0.004933131730840046,0.05882352941176471,0.0004195989460919588,0.05290197192509624
N2095|B5,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,0.00011507479861910242,0.0,0.0,0.0
N6726|B4,0.0,0.011764705882352941,0.0,0.0,0.0,0.0,0.00510204081632653,0.0,0.0,0.0,0.0,3.4522439585730723e-05,0.0,0.0,0.0
N2096|B1,0.018518518518518517,0.0,0.0,0.018813775510204078,0.02043612621085187,0.0056179775280898875,0.0,0.0,0.011902737285390347,0.020012307892457355,3.4522439585730723e-05,0.0,0.0,3.4522439585730723e-05,0.019661551290380695
