source,target,amount_tx_idr,trx,type
N6143 (B4),N1301 (B1),550000000.0,2,INCOMING
N6122 (B4),N1302 (B1),5079667967.0,3,INCOMING
N6144 (B10),N1302 (B1),3958238521.0,4,INCOMING
N1627 (B13),N1302 (B1),1131366119.0,1,INCOMING
N3702 (B4),N1303 (B1),5000000000.0,1,INCOMING
N6145 (B16),N1304 (B1),682169139.0,1,INCOMING
N6146 (B5),N1304 (B1),500000000.0,1,INCOMING
N6147 (B41),N1305 (B1),137062200.0,1,INCOMING
N6148 (B41),N1305 (B1),124121300.0,1,INCOMING
N6149 (B17),N1306 (B1),577970000.0,1,INCOMING
N5840 (B21),N1307 (B1),1000076712.0,1,INCOMING
N1308 (B5),N1308 (B1),415000000.0,2,INCOMING
N6150 (B12),N1308 (B1),101000000.0,1,INCOMING
N1309 (B3),N1309 (B1),18278551795.0,5,INCOMING
N1310 (B3),N1310 (B1),250000000.0,1,INCOMING
N1311 (B43),N1311 (B1),3000000000.0,1,INCOMING
N6151 (B17),N1312 (B1),755483750.0,4,INCOMING
N1313 (B4),N1313 (B1),4784180571.0,6,INCOMING
N6152 (B4),N1314 (B1),2800000000.0,1,INCOMING
N6153 (B93),N1315 (B1),1330000000000.0,19,INCOMING
N1316 (B3),N1316 (B1),2690000000.0,7,INCOMING
N5490 (B9),N1317 (B1),6063652740.0,3,INCOMING
N6154 (B4),N1318 (B1),11589914882.0,17,INCOMING
N6155 (B4),N1318 (B1),642680000.0,2,INCOMING
N6156 (B4),N1318 (B1),100000001.0,1,INCOMING
N6155 (B76),N1318 (B1),14297542850.0,10,INCOMING
N6157 (B7),N1319 (B1),417220000.0,3,INCOMING
N1320 (B4),N1320 (B1),1927000000.0,2,INCOMING
N1321 (B4),N1321 (B1),1390106932.0,1,INCOMING
N1322 (B4),N1322 (B1),318705512.0,1,INCOMING
N1323 (B11),N1323 (B1),101000000.0,1,INCOMING
N6158 (B3),N1324 (B1),7000000000.0,1,INCOMING
N5607 (B4),N1325 (B1),2200000000.0,3,INCOMING
N778 (B4),N1325 (B1),2450000000.0,3,INCOMING
N1325 (B4),N1325 (B1),750000000.0,1,INCOMING
N1326 (B11),N1326 (B1),1200000000.0,1,INCOMING
N1327 (B20),N1327 (B1),7000000000.0,1,INCOMING
N1328 (B3),N1328 (B1),213000000.0,1,INCOMING
N6159 (B25),N1329 (B1),2375000000.0,1,INCOMING
N6160 (B3),N1330 (B1),320000000.0,1,INCOMING
N2235 (B14),N1331 (B1),1067973360.0,1,INCOMING
N6161 (B11),N1332 (B1),1500000000.0,1,INCOMING
N5363 (B42),N1333 (B1),8801898767.0,1,INCOMING
N5363 (B42),N1334 (B1),1400512329.0,1,INCOMING
N1335 (B4),N1335 (B1),265000000.0,1,INCOMING
N5374 (B17),N1336 (B1),495112000.0,1,INCOMING
N6162 (B3),N1337 (B1),4407000000.0,7,INCOMING
N6162 (B17),N1337 (B1),1540000000.0,1,INCOMING
N6163 (B9),N1338 (B1),1153872000.0,3,INCOMING
N1338 (B7),N1338 (B1),109000000.0,1,INCOMING
N6164 (B20),N1339 (B1),580000000.0,1,INCOMING
N1339 (B4),N1339 (B1),700000000.0,2,INCOMING
N1340 (B5),N1340 (B1),27058639000.0,5,INCOMING
N6165 (B5),N1340 (B1),6959400000.0,2,INCOMING
N1340 (B5),N1340 (B1),27058639000.0,5,INCOMING
N6166 (B4),N1341 (B1),14884838560.0,8,INCOMING
N6166 (B4),N1341 (B1),14884838560.0,8,INCOMING
N1342 (B3),N1342 (B1),4400000000.0,1,INCOMING
N6167 (B5),N1343 (B1),2030000000.0,1,INCOMING
N6168 (B4),N1344 (B1),22084800000.0,1,INCOMING
N6169 (B4),N1344 (B1),16500000000.0,3,INCOMING
N56 (B4),N1345 (B1),1270768518.0,8,INCOMING
N5905 (B4),N1345 (B1),181725801.0,1,INCOMING
N6170 (B4),N1345 (B1),188211710.0,1,INCOMING
N1346 (B62),N1346 (B1),100001000.0,1,INCOMING
N6171 (B3),N1347 (B1),172660000.0,1,INCOMING
N1348 (B30),N1348 (B1),5000000000.0,1,INCOMING
N1349 (B73),N1349 (B1),792000000.0,1,INCOMING
N6172 (B17),N1350 (B1),550000000.0,1,INCOMING
N1351 (B3),N1351 (B1),424465000.0,3,INCOMING
N1351 (B4),N1351 (B1),1617000000.0,8,INCOMING
N1351 (B17),N1351 (B1),392000000.0,3,INCOMING
N1351 (B4),N1351 (B1),1617000000.0,8,INCOMING
N1351 (B17),N1351 (B1),392000000.0,3,INCOMING
N1351 (B4),N1351 (B1),1617000000.0,8,INCOMING
N1352 (B4),N1352 (B1),1350000000.0,3,INCOMING
N1352 (B17),N1352 (B1),210000000.0,1,INCOMING
N6173 (B4),N1352 (B1),300000000.0,1,INCOMING
N6174 (B17),N1352 (B1),200000000.0,1,INCOMING
N6175 (B4),N1353 (B1),1629464000.0,1,INCOMING
N6176 (B43),N1354 (B1),8802000000.0,1,INCOMING
N1355 (B4),N1355 (B1),1000000000.0,1,INCOMING
N1356 (B3),N1356 (B1),127500000.0,1,INCOMING
N6177 (B5),N1357 (B1),192000000.0,1,INCOMING
N5070 (B36),N1358 (B1),8437.0,3,INCOMING
N6178 (B17),N1359 (B1),1000000000.0,1,INCOMING
N6179 (B17),N1360 (B1),200000000.0,1,INCOMING
N1361 (B4),N1361 (B1),238028000.0,1,INCOMING
N6180 (B17),N1362 (B1),1000000000.0,1,INCOMING
N6180 (B17),N1363 (B1),1000000000.0,1,INCOMING
N1364 (B4),N1364 (B1),5000000000.0,1,INCOMING
N6181 (B3),N1365 (B1),1500000000.0,1,INCOMING
N6182 (B11),N1366 (B1),400000000.0,1,INCOMING
N1367 (B3),N1367 (B1),1128520000.0,1,INCOMING
N6183 (B62),N1368 (B1),600000000.0,1,INCOMING
N1369 (B4),N1369 (B1),450000000.0,1,INCOMING
N1057 (B4),N1370 (B1),990000000.0,1,INCOMING
N1371 (B15),N1371 (B1),800000000.0,1,INCOMING
N6184 (B21),N1372 (B1),150000000.0,1,INCOMING
N6185 (B17),N1373 (B1),5000000000.0,1,INCOMING
N6186 (B4),N1374 (B1),200000000.0,1,INCOMING
N1375 (B11),N1375 (B1),250000000.0,1,INCOMING
N1376 (B4),N1376 (B1),150000000.0,1,INCOMING
N1377 (B4),N1377 (B1),1001000000.0,1,INCOMING
N6187 (B11),N1378 (B1),1000050000.0,1,INCOMING
N1379 (B4),N1379 (B1),115500000.0,1,INCOMING
N1380 (B4),N1380 (B1),1000000000.0,1,INCOMING
N6188 (B25),N1381 (B1),990000000.0,1,INCOMING
N6188 (B25),N1382 (B1),990000000.0,1,INCOMING
N1383 (B11),N1383 (B1),785000000.0,1,INCOMING
N1384 (B51),N1384 (B1),900000000.0,2,INCOMING
N1384 (B6),N1384 (B1),200000000.0,1,INCOMING
N6189 (B3),N1385 (B1),591325920.0,1,INCOMING
N6190 (B17),N1386 (B1),1500000000.0,1,INCOMING
N6191 (B3),N1387 (B1),1000000000.0,1,INCOMING
N1388 (B4),N1388 (B1),1100000000.0,1,INCOMING
N6192 (B4),N1389 (B1),234558500.0,1,INCOMING
N6193 (B5),N1390 (B1),1435608658.0,1,INCOMING
N2729 (B4),N1391 (B1),190000000.0,1,INCOMING
N1853 (B71),N1391 (B1),318187403.0,2,INCOMING
N1392 (B51),N1392 (B1),9625000000.0,5,INCOMING
N269 (B5),N1392 (B1),3014590068.0,1,INCOMING
N4763 (B5),N1392 (B1),7597672147.0,2,INCOMING
N825 (B5),N1392 (B1),6934336813.0,3,INCOMING
N2500 (B5),N1392 (B1),1667290739.0,1,INCOMING
N1809 (B5),N1392 (B1),1127812162.0,1,INCOMING
N4399 (B5),N1392 (B1),2276474426.0,1,INCOMING
N1940 (B5),N1392 (B1),1700000000.0,1,INCOMING
N1695 (B5),N1392 (B1),1525081502.0,1,INCOMING
N1393 (B4),N1393 (B1),1500000000.0,1,INCOMING
N6194 (B3),N1394 (B1),122000000000.0,2,INCOMING
N6194 (B3),N1394 (B1),122000000000.0,2,INCOMING
N1395 (B3),N1395 (B1),1700000000.0,1,INCOMING
N6195 (B4),N1396 (B1),1423333333.0,1,INCOMING
N6196 (B4),N1397 (B1),940000000000.0,5,INCOMING
N6197 (B17),N1398 (B1),290000000000.0,1,INCOMING
N1397 (B12),N1398 (B1),100000000000.0,1,INCOMING
N3466 (B14),N1399 (B1),26424090000.0,1,INCOMING
N1400 (B3),N1400 (B1),2460000000.0,1,INCOMING
N1401 (B4),N1401 (B1),951975000.0,1,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N6198 (B4),N1402 (B1),950000000.0,1,INCOMING
N1402 (B3),N1402 (B1),9550000000.0,26,INCOMING
N6199 (B17),N1403 (B1),2500000000.0,1,INCOMING
N6200 (B3),N1404 (B1),348000000.0,1,INCOMING
N1405 (B11),N1405 (B1),85000000000.0,4,INCOMING
N6201 (B18),N1405 (B1),2000000000.0,1,INCOMING
N6202 (B9),N1405 (B1),9999980000.0,1,INCOMING
N1405 (B30),N1405 (B1),130000000.0,1,INCOMING
N1472 (B3),N1406 (B1),303667200.0,1,INCOMING
N6203 (B3),N1407 (B1),1000000000.0,1,INCOMING
N6204 (B4),N1408 (B1),102690603.0,1,INCOMING
N1409 (B10),N1409 (B1),20000000000.0,1,INCOMING
N6205 (B3),N1410 (B1),505400100.0,4,INCOMING
N6206 (B4),N1410 (B1),2567078797.0,1,INCOMING
N5195 (B50),N1411 (B1),203400051.0,1,INCOMING
N6207 (B30),N1412 (B1),900000000.0,1,INCOMING
N6208 (B4),N1413 (B1),7000000000.0,7,INCOMING
N6209 (B8),N1414 (B1),1284587766.0,1,INCOMING
N1415 (B10),N1415 (B1),15000000000.0,1,INCOMING
N5275 (B16),N1415 (B1),90790858137.0,1,INCOMING
N1416 (B4),N1416 (B1),7700000000.0,4,INCOMING
N4937 (B3),N1416 (B1),1360499927.0,1,INCOMING
N6210 (B13),N1417 (B1),1800000000.0,1,INCOMING
N1417 (B4),N1417 (B1),1050000000.0,2,INCOMING
N4349 (B4),N1418 (B1),100440000.0,1,INCOMING
N6211 (B5),N1419 (B1),664547400.0,1,INCOMING
N5049 (B18),N1420 (B1),586125875.0,2,INCOMING
N6212 (B13),N1421 (B1),1153080000.0,1,INCOMING
N1422 (B53),N1422 (B1),29554340000.0,2,INCOMING
N6213 (B3),N1423 (B1),339085890.0,1,INCOMING
N6214 (B13),N1423 (B1),338822500.0,1,INCOMING
N5731 (B22),N1424 (B1),36715885338.0,2,INCOMING
N6215 (B22),N1424 (B1),2353588067.0,2,INCOMING
N4096 (B14),N1424 (B1),4261769292.0,3,INCOMING
N6041 (B16),N1424 (B1),101000000000.0,3,INCOMING
N6216 (B14),N1424 (B1),4497740271.0,1,INCOMING
N6217 (B14),N1424 (B1),600930173.0,1,INCOMING
N6218 (B28),N1425 (B1),1994763982.0,5,INCOMING
N6219 (B14),N1425 (B1),6552701878.0,2,INCOMING
N6220 (B4),N1426 (B1),10100000000.0,7,INCOMING
N1426 (B11),N1426 (B1),10772500000.0,2,INCOMING
N1426 (B7),N1426 (B1),72600000000.0,4,INCOMING
N6221 (B7),N1426 (B1),7181750000.0,2,INCOMING
N1426 (B3),N1426 (B1),35063000000.0,1,INCOMING
N6222 (B3),N1426 (B1),9276500000.0,1,INCOMING
N6223 (B51),N1427 (B1),723203650.0,1,INCOMING
N1428 (B3),N1428 (B1),90000000000.0,18,INCOMING
N1428 (B3),N1428 (B1),90000000000.0,18,INCOMING
N6224 (B5),N1428 (B1),337000000000.0,2,INCOMING
N6224 (B5),N1428 (B1),337000000000.0,2,INCOMING
N6225 (B28),N1428 (B1),367000000000.0,2,INCOMING
N6225 (B28),N1428 (B1),367000000000.0,2,INCOMING
N6226 (B14),N1428 (B1),331000000000.0,2,INCOMING
N6226 (B14),N1428 (B1),331000000000.0,2,INCOMING
N6227 (B4),N1429 (B1),23937200000.0,2,INCOMING
N6227 (B4),N1429 (B1),23937200000.0,2,INCOMING
N6228 (B12),N1428 (B1),240186000.0,1,INCOMING
N6229 (B4),N1428 (B1),360000500.0,1,INCOMING
N6230 (B3),N1428 (B1),1309053000.0,1,INCOMING
N6231 (B3),N1430 (B1),133100000.0,1,INCOMING
N6232 (B3),N1428 (B1),126478782.6,1,INCOMING
N6233 (B3),N1428 (B1),273317000.0,1,INCOMING
N6234 (B17),N1428 (B1),227100000.0,2,INCOMING
N5699 (B4),N1428 (B1),145000000.0,1,INCOMING
N6235 (B4),N1428 (B1),250000000.0,1,INCOMING
N6236 (B4),N1428 (B1),114153000.0,1,INCOMING
N6237 (B3),N1428 (B1),185738000.0,1,INCOMING
N6238 (B17),N1431 (B1),165000000.0,1,INCOMING
N6239 (B13),N1432 (B1),1058400000.0,1,INCOMING
N1433 (B4),N1433 (B1),10000000000.0,2,INCOMING
N5283 (B9),N1434 (B1),1325478331.0,1,INCOMING
N6240 (B4),N1434 (B1),1395629070.0,3,INCOMING
N3894 (B11),N1434 (B1),2743140663.0,1,INCOMING
N6241 (B5),N1435 (B1),127000000.0,1,INCOMING
N6242 (B3),N1436 (B1),2000000000.0,1,INCOMING
N1437 (B25),N1437 (B1),400000000.0,1,INCOMING
N1437 (B4),N1437 (B1),900000000.0,1,INCOMING
N6243 (B43),N1438 (B1),11400880700.0,14,INCOMING
N6243 (B43),N1438 (B1),11400880700.0,14,INCOMING
N6244 (B17),N1438 (B1),516201241.0,1,INCOMING
N1439 (B48),N1439 (B1),200000000.0,1,INCOMING
N6245 (B3),N1439 (B1),700000000.0,2,INCOMING
N6246 (B91),N1440 (B1),1500000000.0,1,INCOMING
N1441 (B30),N1441 (B1),2000000000.0,1,INCOMING
N1442 (B4),N1442 (B1),620000000.0,3,INCOMING
N1442 (B4),N1442 (B1),620000000.0,3,INCOMING
N6247 (B43),N1443 (B1),164966505.0,1,INCOMING
N6248 (B4),N1444 (B1),245439900.0,1,INCOMING
N6249 (B5),N1444 (B1),1117148160.0,1,INCOMING
N6250 (B6),N1444 (B1),525000000.0,1,INCOMING
N6251 (B5),N1444 (B1),1373850000.0,1,INCOMING
N1444 (B5),N1444 (B1),1075000000.0,1,INCOMING
N5098 (B17),N1445 (B1),1153670496.0,1,INCOMING
N1445 (B4),N1445 (B1),1500000000.0,1,INCOMING
N6252 (B3),N1445 (B1),500000000.0,1,INCOMING
N1445 (B3),N1445 (B1),442230000.0,1,INCOMING
N6253 (B69),N1446 (B1),133850548.0,1,INCOMING
N6254 (B4),N1447 (B1),250000000.0,1,INCOMING
N1447 (B4),N1447 (B1),240000000.0,1,INCOMING
N6010 (B4),N1448 (B1),6000000000.0,2,INCOMING
N6255 (B13),N1449 (B1),6589205808.0,2,INCOMING
N6256 (B17),N1450 (B1),175000000.0,1,INCOMING
N1451 (B22),N1451 (B1),45200000000.0,1,INCOMING
N1451 (B50),N1451 (B1),90300000000.0,1,INCOMING
N6037 (B4),N1451 (B1),81501000000.0,5,INCOMING
N6037 (B4),N1451 (B1),81501000000.0,5,INCOMING
N1451 (B7),N1451 (B1),229000000000.0,1,INCOMING
N1452 (B55),N1452 (B1),22099000000.0,2,INCOMING
N1453 (B4),N1453 (B1),1336000000.0,4,INCOMING
N1453 (B30),N1453 (B1),943500000.0,3,INCOMING
N1454 (B14),N1454 (B1),317180870.0,1,INCOMING
N5233 (B4),N1455 (B1),130000000.0,1,INCOMING
N6257 (B4),N1456 (B1),8956185108.0,2,INCOMING
N1457 (B5),N1457 (B1),1900090778.0,1,INCOMING
N6258 (B9),N1457 (B1),9999980000.0,1,INCOMING
N6259 (B13),N1457 (B1),5000000000.0,1,INCOMING
N6260 (B12),N1457 (B1),10024003903.0,1,INCOMING
N1458 (B11),N1458 (B1),110000000.0,1,INCOMING
N1459 (B4),N1459 (B1),4900000000.0,1,INCOMING
N1460 (B30),N1460 (B1),1000000000.0,1,INCOMING
N6261 (B13),N1461 (B1),504625303.0,4,INCOMING
N5532 (B16),N1462 (B1),298428280.0,1,INCOMING
N6262 (B20),N1463 (B1),2560000000.0,1,INCOMING
N1944 (B7),N1464 (B1),678574900.0,1,INCOMING
N6263 (B3),N1465 (B1),2130000000.0,1,INCOMING
N6264 (B5),N1466 (B1),485000000.0,1,INCOMING
N1467 (B4),N1467 (B1),23000000000.0,12,INCOMING
N1468 (B4),N1468 (B1),141113000.0,1,INCOMING
N6265 (B11),N1469 (B1),117876000.0,1,INCOMING
N6266 (B11),N1470 (B1),3689494278.0,3,INCOMING
N5273 (B7),N1470 (B1),1853145281.0,2,INCOMING
N6267 (B17),N1470 (B1),608649842.0,1,INCOMING
N6268 (B3),N1470 (B1),1528354768.0,1,INCOMING
N6269 (B4),N1470 (B1),139955092.0,1,INCOMING
N6268 (B4),N1470 (B1),1132812054.0,2,INCOMING
N6270 (B4),N1471 (B1),3000000000.0,3,INCOMING
N1472 (B8),N1472 (B1),3003125000.0,1,INCOMING
N1473 (B11),N1473 (B1),4318797811.0,3,INCOMING
N1473 (B11),N1473 (B1),4318797811.0,3,INCOMING
N6271 (B4),N1474 (B1),200000002.0,2,INCOMING
N1474 (B11),N1474 (B1),150000000.0,1,INCOMING
N6272 (B64),N1475 (B1),577132020.0,1,INCOMING
N6273 (B3),N1475 (B1),503898825.0,1,INCOMING
N1181 (B30),N1476 (B1),9630570578.0,9,INCOMING
N1476 (B20),N1476 (B1),1500000000.0,1,INCOMING
N1477 (B28),N1477 (B1),91005000000.0,4,INCOMING
N1478 (B5),N1478 (B1),1558000000.0,4,INCOMING
N1478 (B22),N1478 (B1),1000000000.0,1,INCOMING
N6274 (B13),N1479 (B1),582537167.0,2,INCOMING
N1480 (B4),N1480 (B1),300000000.0,1,INCOMING
N6275 (B4),N1481 (B1),134219192.0,1,INCOMING
N1482 (B4),N1482 (B1),6500000000.0,4,INCOMING
N6276 (B4),N1482 (B1),1500000000.0,1,INCOMING
N5533 (B7),N1482 (B1),4268790288.0,5,INCOMING
N6277 (B17),N1482 (B1),352253470.0,1,INCOMING
N5419 (B13),N1483 (B1),5760066156.0,7,INCOMING
N2642 (B8),N1483 (B1),1032159766.0,1,INCOMING
N6278 (B4),N1483 (B1),445073860.0,1,INCOMING
N1484 (B17),N1484 (B1),5008000000.0,2,INCOMING
N1484 (B17),N1484 (B1),5008000000.0,2,INCOMING
N6279 (B3),N1485 (B1),200125500.0,1,INCOMING
N6280 (B43),N1486 (B1),12000000000.0,1,INCOMING
N1130 (B10),N1487 (B1),815900524.0,1,INCOMING
N4937 (B3),N1488 (B1),2763929998.0,1,INCOMING
N4959 (B3),N1488 (B1),140780148.0,1,INCOMING
N6281 (B13),N1488 (B1),7214668898.0,1,INCOMING
N6282 (B4),N1488 (B1),59769500000.0,2,INCOMING
N6282 (B4),N1488 (B1),59769500000.0,2,INCOMING
N6283 (B3),N1489 (B1),500000000.0,1,INCOMING
N6284 (B3),N1489 (B1),1033958624.0,1,INCOMING
N1490 (B4),N1490 (B1),150000000.0,1,INCOMING
N1491 (B4),N1491 (B1),1200000000.0,3,INCOMING
N1492 (B4),N1492 (B1),2000000000.0,1,INCOMING
N6285 (B4),N1493 (B1),110000000.0,1,INCOMING
N1494 (B54),N1494 (B1),980000000.0,2,INCOMING
N6286 (B11),N1495 (B1),519000000.0,1,INCOMING
N6287 (B17),N1496 (B1),298000000.0,2,INCOMING
N6288 (B3),N1496 (B1),171000000.0,1,INCOMING
N1497 (B4),N1497 (B1),100000001.0,1,INCOMING
N6289 (B2),N1498 (B1),528860640.0,1,INCOMING
N1499 (B22),N1499 (B1),5500000000.0,1,INCOMING
N1500 (B14),N1500 (B1),2430000000.0,3,INCOMING
N1500 (B4),N1500 (B1),5800000000.0,3,INCOMING
N5175 (B24),N1501 (B1),1636371800.0,1,INCOMING
N6290 (B4),N1502 (B1),4800000000.0,2,INCOMING
N1503 (B62),N1503 (B1),915000000.0,4,INCOMING
N6291 (B4),N1504 (B1),9100000000.0,4,INCOMING
N1505 (B14),N1505 (B1),6274000000.0,1,INCOMING
N1506 (B30),N1506 (B1),10100000000.0,3,INCOMING
N6292 (B4),N1507 (B1),800000000.0,1,INCOMING
N6293 (B4),N1508 (B1),2500000000.0,1,INCOMING
N1509 (B17),N1509 (B1),1285000000.0,1,INCOMING
N6294 (B4),N1510 (B1),9000000000.0,3,INCOMING
N6295 (B24),N1511 (B1),143411742.0,1,INCOMING
N1512 (B22),N1512 (B1),5800000000.0,2,INCOMING
N1513 (B10),N1513 (B1),6500000000.0,1,INCOMING
N6296 (B4),N1514 (B1),350000000.0,1,INCOMING
N5501 (B43),N1514 (B1),224699176.0,1,INCOMING
N1515 (B19),N1515 (B1),1000000000.0,1,INCOMING
N5560 (B22),N1516 (B1),898733999.0,1,INCOMING
N5560 (B10),N1516 (B1),4307949690.0,1,INCOMING
N1516 (B16),N1516 (B1),8600000000.0,1,INCOMING
N6297 (B43),N1517 (B1),140800000.0,1,INCOMING
N6298 (B4),N1518 (B1),3636667480.0,2,INCOMING
N1519 (B10),N1519 (B1),1400000000.0,1,INCOMING
N1520 (B3),N1520 (B1),7375283493.0,18,INCOMING
N6299 (B7),N1521 (B1),188104150.0,1,INCOMING
N6300 (B7),N1521 (B1),1700000000.0,1,INCOMING
N6301 (B10),N1522 (B1),9021766809.0,2,INCOMING
N6302 (B3),N1522 (B1),200300609.0,1,INCOMING
N1522 (B62),N1522 (B1),3850000000.0,1,INCOMING
N6215 (B22),N1522 (B1),538377565.0,1,INCOMING
N1523 (B3),N1523 (B1),1500000000.0,1,INCOMING
N6303 (B4),N1524 (B1),211457510.0,1,INCOMING
N6304 (B3),N1525 (B1),477092114.0,1,INCOMING
N6305 (B5),N1526 (B1),250000000.0,1,INCOMING
N5486 (B9),N1527 (B1),712180268.0,1,INCOMING
N5094 (B9),N1527 (B1),107302192.0,1,INCOMING
N5487 (B9),N1527 (B1),190758808.0,1,INCOMING
N6306 (B4),N1528 (B1),114698826.0,1,INCOMING
N2077 (B3),N1529 (B1),3767048813.0,4,INCOMING
N1530 (B4),N1530 (B1),200000000.0,1,INCOMING
N6307 (B12),N1531 (B1),550050000.0,1,INCOMING
N1532 (B3),N1532 (B1),9800000000.0,1,INCOMING
N6308 (B39),N1533 (B1),5000000000.0,1,INCOMING
N1534 (B4),N1534 (B1),2500000000.0,3,INCOMING
N1535 (B4),N1535 (B1),155000000.0,1,INCOMING
N6309 (B3),N1536 (B1),1177960017.0,1,INCOMING
N6195 (B4),N1536 (B1),3228463972.0,1,INCOMING
N6310 (B3),N1536 (B1),200000000.0,1,INCOMING
N6311 (B22),N1537 (B1),1148220279.0,1,INCOMING
N6312 (B43),N1538 (B1),293461000.0,1,INCOMING
N6313 (B3),N1538 (B1),589041818.0,1,INCOMING
N1539 (B4),N1539 (B1),10788700000.0,3,INCOMING
N1539 (B8),N1539 (B1),1183700000.0,1,INCOMING
N5528 (B17),N1540 (B1),700000000.0,1,INCOMING
N5802 (B13),N1541 (B1),5493482008.0,3,INCOMING
N6314 (B6),N1541 (B1),8213020809.0,2,INCOMING
N6315 (B6),N1541 (B1),1318736000.0,1,INCOMING
N6316 (B4),N1542 (B1),100012000.0,1,INCOMING
N1543 (B5),N1543 (B1),2000000000.0,1,INCOMING
N6317 (B13),N1544 (B1),114041250.0,1,INCOMING
N6318 (B13),N1544 (B1),150534450.0,1,INCOMING
N6319 (B13),N1544 (B1),191589300.0,1,INCOMING
N1545 (B26),N1545 (B1),900000000.0,1,INCOMING
N1545 (B5),N1545 (B1),1300000000.0,1,INCOMING
N1546 (B4),N1546 (B1),2142000000.0,1,INCOMING
N6320 (B4),N1547 (B1),7120000000.0,6,INCOMING
N6321 (B17),N1547 (B1),802000000.0,2,INCOMING
N6322 (B4),N1548 (B1),330000000.0,1,INCOMING
N6323 (B30),N1549 (B1),1832600000.0,1,INCOMING
N6324 (B3),N1550 (B1),3040662900.0,1,INCOMING
N1551 (B14),N1551 (B1),1200000000.0,1,INCOMING
N5459 (B18),N1551 (B1),163835823.0,1,INCOMING
N6325 (B18),N1551 (B1),254644110.0,1,INCOMING
N6326 (B3),N1552 (B1),370000000.0,1,INCOMING
N1553 (B14),N1553 (B1),900000000.0,1,INCOMING
N6327 (B3),N1554 (B1),3983199200.0,3,INCOMING
N6327 (B4),N1554 (B1),3220096200.0,3,INCOMING
N6328 (B4),N1554 (B1),134878300.0,1,INCOMING
N6329 (B4),N1554 (B1),155917454.0,1,INCOMING
N6330 (B7),N1554 (B1),514335000.0,4,INCOMING
N1554 (B4),N1554 (B1),8700000000.0,3,INCOMING
N5284 (B4),N1554 (B1),1178572984.0,2,INCOMING
N6331 (B3),N1555 (B1),5000000000.0,1,INCOMING
N6332 (B3),N1554 (B1),2193399046.0,1,INCOMING
N1556 (B4),N1556 (B1),800000000.0,1,INCOMING
N6333 (B4),N1556 (B1),6550000000.0,7,INCOMING
N1556 (B3),N1556 (B1),3100000000.0,3,INCOMING
N6334 (B3),N1557 (B1),2815000000.0,1,INCOMING
N6335 (B4),N1558 (B1),1268299305.0,2,INCOMING
N6336 (B4),N1558 (B1),1555226789.0,3,INCOMING
N5848 (B14),N1559 (B1),3364416000.0,1,INCOMING
N6337 (B11),N1559 (B1),141098100.0,1,INCOMING
N2983 (B14),N1560 (B1),250000000.0,1,INCOMING
N6113 (B4),N1561 (B1),5000000000.0,1,INCOMING
N1562 (B20),N1562 (B1),1000000000.0,1,INCOMING
N5423 (B3),N1563 (B1),199472375.0,1,INCOMING
N1564 (B3),N1564 (B1),138000000000.0,6,INCOMING
N1565 (B11),N1565 (B1),30112500000.0,1,INCOMING
N6338 (B3),N1566 (B1),797500000.0,1,INCOMING
N1567 (B4),N1567 (B1),3900000000.0,3,INCOMING
N6339 (B3),N1568 (B1),415000000.0,1,INCOMING
N1569 (B4),N1569 (B1),5143837800.0,1,INCOMING
N1570 (B5),N1570 (B1),5000000000.0,1,INCOMING
N6340 (B45),N1571 (B1),1276605854.0,1,INCOMING
N6341 (B21),N1572 (B1),2500500000.0,1,INCOMING
N1573 (B62),N1573 (B1),3000000000.0,2,INCOMING
N1574 (B4),N1574 (B1),6000000000.0,1,INCOMING
N1575 (B14),N1575 (B1),1100261806.0,1,INCOMING
N1576 (B4),N1576 (B1),1750000000.0,4,INCOMING
N6342 (B4),N1577 (B1),699878346.0,1,INCOMING
N1578 (B5),N1578 (B1),3000000000.0,1,INCOMING
N6343 (B4),N1579 (B1),10410000000.0,10,INCOMING
N1580 (B4),N1580 (B1),20470000000.0,8,INCOMING
N1580 (B54),N1580 (B1),1800000000.0,1,INCOMING
N6344 (B4),N1581 (B1),9503658547.0,3,INCOMING
N6345 (B24),N1581 (B1),1576752030.0,1,INCOMING
