source,target,amount_tx_idr,trx,type
N321 (B1),N321 (B3),5300000000.0,1,OUTGOING
N321 (B1),N321 (B106),1200000000.0,1,OUTGOING
N321 (B1),N7633 (B3),1747154200.0,1,OUTGOING
N3447 (B1),N7668 (B4),1000000000.0,1,OUTGOING
N3448 (B1),N3448 (B4),241000000.0,1,OUTGOING
N3449 (B1),N3449 (B4),2000000000.0,1,OUTGOING
N3450 (B1),N3450 (B7),4500000000.0,2,OUTGOING
N694 (B1),N694 (B3),1190000000.0,1,OUTGOING
N3451 (B1),N3451 (B14),500000000.0,1,OUTGOING
N3452 (B1),N7669 (B14),104173600.0,1,OUTGOING
N3453 (B1),N7670 (B12),713778772.0,1,OUTGOING
N3454 (B1),N2351 (B28),623000000000.0,1,OUTGOING
N1694 (B1),N1694 (B14),10000000000.0,1,OUTGOING
N310 (B1),N7671 (B106),258828672.0,1,OUTGOING
N310 (B1),N310 (B106),7529457778.0,3,OUTGOING
N310 (B1),N7672 (B4),401000000.0,1,OUTGOING
N310 (B1),N7673 (B43),282206357.0,1,OUTGOING
N310 (B1),N7674 (B74),2358478679.0,1,OUTGOING
N310 (B1),N7674 (B106),1332691321.0,1,OUTGOING
N310 (B1),N310 (B106),7529457778.0,3,OUTGOING
N310 (B1),N7675 (B11),1500000000.0,1,OUTGOING
N310 (B1),N7676 (B4),200000000.0,1,OUTGOING
N1297 (B1),N1297 (B4),3013000000.0,11,OUTGOING
N1297 (B1),N7677 (B30),2002000000.0,7,OUTGOING
N1297 (B1),N1297 (B105),590000000.0,1,OUTGOING
N3455 (B1),N7678 (B110),169000000.0,1,OUTGOING
N1098 (B1),N1099 (B3),1000000000.0,1,OUTGOING
N1098 (B1),N7679 (B4),1330739601.0,1,OUTGOING
N3456 (B1),N7680 (B4),1165000000.0,2,OUTGOING
N3456 (B1),N7680 (B4),1165000000.0,2,OUTGOING
N3457 (B1),N7670 (B12),121913258.0,1,OUTGOING
N3458 (B1),N3458 (B3),2800000000.0,1,OUTGOING
N3459 (B1),N7681 (B89),4300000000.0,2,OUTGOING
N3460 (B1),N7682 (B10),58000000000.0,1,OUTGOING
N3460 (B1),N3460 (B10),32000000000.0,1,OUTGOING
N3461 (B1),N7683 (B22),601921084.0,1,OUTGOING
N3462 (B1),N3462 (B104),164400000.0,10,OUTGOING
N2449 (B1),N3462 (B104),33608736349.0,7,OUTGOING
N3463 (B1),N3463 (B3),10341344335.0,1,OUTGOING
N2152 (B1),N4592 (B4),1990667151.0,1,OUTGOING
N1589 (B1),N1589 (B3),250000000000.0,2,OUTGOING
N1486 (B1),N7684 (B106),2152752446.0,2,OUTGOING
N1486 (B1),N7685 (B106),369511107.0,1,OUTGOING
N1486 (B1),N7686 (B106),2330017578.0,1,OUTGOING
N1486 (B1),N7687 (B4),267028200.0,1,OUTGOING
N1486 (B1),N1486 (B106),1104359614.0,2,OUTGOING
N1486 (B1),N7688 (B105),585249371.0,1,OUTGOING
N3464 (B1),N3464 (B14),24200000000.0,1,OUTGOING
N3465 (B1),N7689 (B4),193500000.0,1,OUTGOING
N3465 (B1),N7690 (B4),150000000.0,1,OUTGOING
N146 (B1),N146 (B106),1243900265.0,1,OUTGOING
N3466 (B1),N3466 (B14),10000000000.0,1,OUTGOING
N3467 (B1),N7691 (B106),1800000000.0,1,OUTGOING
N3467 (B1),N7692 (B106),4200000000.0,1,OUTGOING
N3468 (B1),N7693 (B105),200000000.0,1,OUTGOING
N2730 (B1),N2730 (B7),1000000000.0,1,OUTGOING
N2730 (B1),N2730 (B7),1000000000.0,1,OUTGOING
N3469 (B1),N7694 (B89),3820000000.0,2,OUTGOING
N3470 (B1),N3470 (B4),200000000.0,1,OUTGOING
N3471 (B1),N3471 (B4),510000000.0,1,OUTGOING
N2116 (B1),N2116 (B106),30000000000.0,1,OUTGOING
N2116 (B1),N2116 (B105),155000000000.0,3,OUTGOING
N2116 (B1),N2116 (B3),47500000000.0,1,OUTGOING
N2116 (B1),N2116 (B105),155000000000.0,3,OUTGOING
N3472 (B1),N7695 (B106),2000000000.0,1,OUTGOING
N767 (B1),N767 (B11),13641812995.0,1,OUTGOING
N3473 (B1),N7696 (B3),1355640780.0,2,OUTGOING
N3473 (B1),N7696 (B3),1355640780.0,2,OUTGOING
N2638 (B1),N2638 (B3),6550000000.0,4,OUTGOING
N2638 (B1),N2638 (B4),1000000000.0,1,OUTGOING
N3474 (B1),N7697 (B105),225000000.0,1,OUTGOING
N3475 (B1),N1320 (B4),19654000000.0,16,OUTGOING
N3475 (B1),N3475 (B4),1762009955.0,1,OUTGOING
N3476 (B1),N3476 (B104),728600000.0,10,OUTGOING
N777 (B1),N3476 (B104),1186392157.0,1,OUTGOING
N1741 (B1),N7698 (B4),3850000000.0,2,OUTGOING
N1741 (B1),N7698 (B4),3850000000.0,2,OUTGOING
N2507 (B1),N2507 (B4),1500000000.0,1,OUTGOING
N3477 (B1),N7699 (B11),425800000.0,1,OUTGOING
N3478 (B1),N7700 (B4),500000000.0,1,OUTGOING
N903 (B1),N903 (B104),502500000.0,4,OUTGOING
N903 (B1),N903 (B104),502500000.0,4,OUTGOING
N2377 (B1),N2377 (B18),26700000000.0,2,OUTGOING
N3479 (B1),N3479 (B8),150000000.0,1,OUTGOING
N1973 (B1),N1973 (B4),165000000.0,1,OUTGOING
N1973 (B1),N7701 (B4),200000000.0,1,OUTGOING
N1973 (B1),N1973 (B11),1250000000.0,1,OUTGOING
N3480 (B1),N3480 (B4),3160000000.0,2,OUTGOING
N3480 (B1),N3480 (B4),3160000000.0,2,OUTGOING
N3481 (B1),N3481 (B3),1341117598.0,4,OUTGOING
N3482 (B1),N7702 (B4),200000000.0,1,OUTGOING
N3483 (B1),N7703 (B4),9300000000.0,2,OUTGOING
N3484 (B1),N7704 (B3),1320500000.0,1,OUTGOING
N866 (B1),N866 (B43),14100000000.0,8,OUTGOING
N866 (B1),N866 (B7),2000000000.0,1,OUTGOING
N2504 (B1),N7705 (B4),232432432.0,1,OUTGOING
N2504 (B1),N2504 (B110),3000000000.0,1,OUTGOING
N2504 (B1),N7706 (B4),105000000.0,1,OUTGOING
N2504 (B1),N7707 (B4),1350000000.0,1,OUTGOING
N2504 (B1),N7708 (B7),30000000000.0,1,OUTGOING
N2504 (B1),N7709 (B3),437000000.0,1,OUTGOING
N2504 (B1),N7710 (B4),400000000.0,1,OUTGOING
N2504 (B1),N7711 (B4),10000000000.0,2,OUTGOING
N1882 (B1),N1882 (B14),15500000000.0,2,OUTGOING
N1556 (B1),N1556 (B3),15070000000.0,3,OUTGOING
N3485 (B1),N57 (B4),600000000.0,1,OUTGOING
N3486 (B1),N117 (B11),2732140074.0,1,OUTGOING
N3486 (B1),N7712 (B11),3629813256.0,1,OUTGOING
N3486 (B1),N117 (B43),1000000000.0,1,OUTGOING
N3487 (B1),N7713 (B4),300000000.0,1,OUTGOING
N3488 (B1),N7714 (B43),1250000000.0,1,OUTGOING
N3489 (B1),N3489 (B18),920000000.0,1,OUTGOING
N343 (B1),N343 (B104),4713872838.0,17,OUTGOING
N343 (B1),N5254 (B104),3167300000.0,2,OUTGOING
N3490 (B1),N3490 (B105),12200000000.0,3,OUTGOING
N1506 (B1),N1506 (B30),153000000000.0,17,OUTGOING
N1506 (B1),N1506 (B8),340000000.0,1,OUTGOING
N3491 (B1),N1590 (B3),739024639.0,3,OUTGOING
N2351 (B1),N2351 (B28),595000000000.0,4,OUTGOING
N3492 (B1),N3492 (B4),950000000.0,1,OUTGOING
N3493 (B1),N7715 (B4),337206000.0,1,OUTGOING
N3493 (B1),N7716 (B4),288489600.0,1,OUTGOING
N3494 (B1),N3494 (B4),6000000000.0,1,OUTGOING
N574 (B1),N574 (B4),5396638015.0,7,OUTGOING
N574 (B1),N574 (B4),5396638015.0,7,OUTGOING
N574 (B1),N7717 (B4),1000000000.0,1,OUTGOING
N574 (B1),N574 (B4),5396638015.0,7,OUTGOING
N574 (B1),N7718 (B11),1262265152.0,2,OUTGOING
N574 (B1),N7719 (B4),1719966622.0,1,OUTGOING
N574 (B1),N7720 (B8),2746800000.0,3,OUTGOING
N3495 (B1),N3495 (B7),947000000.0,1,OUTGOING
N2365 (B1),N2365 (B4),20000000000.0,1,OUTGOING
N2365 (B1),N2365 (B30),50000000000.0,1,OUTGOING
N1782 (B1),N1782 (B4),1230000000.0,3,OUTGOING
N3496 (B1),N7721 (B3),1141875000.0,1,OUTGOING
N1629 (B1),N7722 (B3),500000000.0,2,OUTGOING
N1629 (B1),N7723 (B4),144740450.0,1,OUTGOING
N3497 (B1),N5151 (B20),1500000000.0,1,OUTGOING
N75 (B1),N75 (B4),10000000000.0,1,OUTGOING
N75 (B1),N4997 (B106),10000000000.0,1,OUTGOING
N3498 (B1),N3498 (B25),1000000000.0,1,OUTGOING
N2522 (B1),N7724 (B11),2574738356.0,1,OUTGOING
N2522 (B1),N7725 (B3),1011574560.0,1,OUTGOING
N1896 (B1),N1896 (B3),958000000.0,2,OUTGOING
N182 (B1),N182 (B111),500000000.0,1,OUTGOING
N182 (B1),N7726 (B105),423187528.0,1,OUTGOING
N182 (B1),N182 (B106),600000000.0,1,OUTGOING
N182 (B1),N182 (B3),3800000000.0,3,OUTGOING
N182 (B1),N182 (B4),1300000000.0,1,OUTGOING
N3499 (B1),N3499 (B4),548796000.0,1,OUTGOING
N1230 (B1),N1230 (B3),250000000.0,1,OUTGOING
N942 (B1),N942 (B105),13781497765.0,4,OUTGOING
N942 (B1),N942 (B4),10317505404.0,3,OUTGOING
N942 (B1),N942 (B3),5691575908.0,2,OUTGOING
N942 (B1),N942 (B106),10982213547.0,4,OUTGOING
N942 (B1),N942 (B105),13781497765.0,4,OUTGOING
N942 (B1),N942 (B4),10317505404.0,3,OUTGOING
N942 (B1),N942 (B59),350000000.0,2,OUTGOING
N942 (B1),N942 (B106),10982213547.0,4,OUTGOING
N2106 (B1),N2106 (B4),8000000000.0,2,OUTGOING
N3500 (B1),N3500 (B51),240000000.0,1,OUTGOING
N1959 (B1),N1959 (B4),19000000000.0,2,OUTGOING
N1959 (B1),N1959 (B4),19000000000.0,2,OUTGOING
N3501 (B1),N3501 (B4),1040000000.0,1,OUTGOING
N3502 (B1),N3502 (B30),389711892.0,2,OUTGOING
N3503 (B1),N3503 (B104),1000000.0,1,OUTGOING
N2558 (B1),N2558 (B3),500000000.0,1,OUTGOING
N3504 (B1),N7727 (B3),1056716499.0,1,OUTGOING
N3505 (B1),N7728 (B20),450000000.0,1,OUTGOING
N1861 (B1),N7729 (B3),2325901767.0,2,OUTGOING
N1861 (B1),N1861 (B7),1000000000.0,1,OUTGOING
N1861 (B1),N7730 (B106),451965314.0,3,OUTGOING
N3506 (B1),N3506 (B3),7756082770.0,1,OUTGOING
N3507 (B1),N908 (B106),1104000000.0,1,OUTGOING
N802 (B1),N7731 (B18),1669118642.0,1,OUTGOING
N802 (B1),N7732 (B4),13686577673.0,7,OUTGOING
N802 (B1),N7733 (B4),1442789193.0,1,OUTGOING
N802 (B1),N802 (B4),3300000000.0,2,OUTGOING
N3508 (B1),N3508 (B14),1250000000.0,1,OUTGOING
N635 (B1),N635 (B69),198720000.0,1,OUTGOING
N635 (B1),N635 (B38),198720000.0,1,OUTGOING
N3509 (B1),N7734 (B28),1056968159.0,1,OUTGOING
N3509 (B1),N7735 (B12),1023500000.0,3,OUTGOING
N3509 (B1),N7736 (B28),585589911.0,1,OUTGOING
N3509 (B1),N7737 (B28),2225000000.0,3,OUTGOING
N3509 (B1),N7738 (B106),111250000.0,1,OUTGOING
N3509 (B1),N7739 (B28),111250000.0,1,OUTGOING
N3509 (B1),N7740 (B33),100125000.0,1,OUTGOING
N3509 (B1),N7741 (B112),111250000.0,1,OUTGOING
N3509 (B1),N7742 (B28),2629607355.0,1,OUTGOING
N3509 (B1),N7743 (B3),1112500000.0,1,OUTGOING
N3509 (B1),N7744 (B3),111250000.0,1,OUTGOING
N3509 (B1),N7735 (B12),1023500000.0,3,OUTGOING
N3509 (B1),N7745 (B82),1112500000.0,1,OUTGOING
N3509 (B1),N7746 (B25),111250000.0,1,OUTGOING
N3509 (B1),N7747 (B113),111250000.0,1,OUTGOING
N3509 (B1),N7748 (B13),667500000.0,1,OUTGOING
N3509 (B1),N7749 (B3),890000000.0,1,OUTGOING
N3509 (B1),N7750 (B3),144625000.0,1,OUTGOING
N3509 (B1),N7751 (B105),111250000.0,1,OUTGOING
N3509 (B1),N7752 (B8),111250000.0,1,OUTGOING
N3509 (B1),N7753 (B21),1112500000.0,1,OUTGOING
N3509 (B1),N7753 (B85),1446250000.0,1,OUTGOING
N3509 (B1),N7754 (B108),2225000000.0,1,OUTGOING
N3509 (B1),N7755 (B34),333750000.0,1,OUTGOING
N3509 (B1),N7756 (B3),222500000.0,1,OUTGOING
N3509 (B1),N7757 (B101),556250000.0,1,OUTGOING
N3509 (B1),N7721 (B3),1557500000.0,1,OUTGOING
N3509 (B1),N7758 (B67),1001250000.0,1,OUTGOING
N3509 (B1),N7759 (B40),556250000.0,1,OUTGOING
N3509 (B1),N7760 (B7),111250000.0,1,OUTGOING
N3509 (B1),N6940 (B3),111250000.0,1,OUTGOING
N3509 (B1),N7735 (B12),1023500000.0,3,OUTGOING
N3509 (B1),N7761 (B11),111250000.0,1,OUTGOING
N3509 (B1),N7762 (B44),1600000000.0,1,OUTGOING
N3510 (B1),N3510 (B4),560000000.0,2,OUTGOING
N3511 (B1),N3511 (B3),6721843361.0,1,OUTGOING
N3512 (B1),N3512 (B10),1015000000.0,1,OUTGOING
N3513 (B1),N3513 (B3),1300800000.0,1,OUTGOING
N3514 (B1),N3514 (B3),7756082769.0,1,OUTGOING
N3515 (B1),N7763 (B3),200000000.0,1,OUTGOING
N3516 (B1),N7764 (B3),200000000.0,1,OUTGOING
N3516 (B1),N7764 (B4),500000000.0,1,OUTGOING
N825 (B1),N7765 (B3),8253153216.0,3,OUTGOING
N825 (B1),N825 (B106),15000000000.0,1,OUTGOING
N825 (B1),N7766 (B106),2851465680.0,2,OUTGOING
N825 (B1),N7767 (B4),1989588533.0,1,OUTGOING
N825 (B1),N7768 (B106),1172586240.0,1,OUTGOING
N825 (B1),N7769 (B3),1162022400.0,1,OUTGOING
N825 (B1),N7770 (B4),4653143047.0,1,OUTGOING
N825 (B1),N7771 (B12),6593400000.0,1,OUTGOING
N825 (B1),N269 (B106),3000000000.0,1,OUTGOING
N825 (B1),N7772 (B4),1395000000.0,1,OUTGOING
N3517 (B1),N3517 (B3),129000000.0,1,OUTGOING
N3518 (B1),N7773 (B11),950000000.0,1,OUTGOING
N3519 (B1),N7774 (B105),1500000000.0,1,OUTGOING
N3509 (B1),N7775 (B33),196344727.0,1,OUTGOING
N2375 (B1),N2375 (B4),350000000.0,2,OUTGOING
N1138 (B1),N1138 (B42),1325797899.0,1,OUTGOING
N2436 (B1),N2436 (B4),14175000000.0,5,OUTGOING
N3520 (B1),N3520 (B4),3300000000.0,1,OUTGOING
N3521 (B1),N7776 (B4),500570000.0,1,OUTGOING
N3522 (B1),N7777 (B8),1100000000.0,1,OUTGOING
N539 (B1),N539 (B8),1470000000.0,2,OUTGOING
N3523 (B1),N7778 (B4),200000000.0,1,OUTGOING
N978 (B1),N978 (B7),11725000000.0,4,OUTGOING
N978 (B1),N978 (B14),2800000000.0,2,OUTGOING
N3524 (B1),N990 (B3),1500000000.0,1,OUTGOING
N3525 (B1),N7779 (B4),200000000.0,1,OUTGOING
N3526 (B1),N7780 (B3),950000000.0,1,OUTGOING
N1976 (B1),N1976 (B14),7500000000.0,1,OUTGOING
N1815 (B1),N1815 (B4),300000000.0,1,OUTGOING
N3527 (B1),N7781 (B43),500000000.0,1,OUTGOING
N659 (B1),N659 (B4),700000000.0,1,OUTGOING
N659 (B1),N5239 (B57),2000000000.0,1,OUTGOING
N3528 (B1),N7782 (B4),2000000000.0,1,OUTGOING
N3529 (B1),N3529 (B104),2900000.0,4,OUTGOING
N2386 (B1),N2386 (B106),300000000.0,1,OUTGOING
N2386 (B1),N7783 (B16),1884957774.0,2,OUTGOING
N3530 (B1),N7784 (B106),14000000000.0,1,OUTGOING
N3530 (B1),N7784 (B106),14000000000.0,1,OUTGOING
N3531 (B1),N3531 (B106),7500000000.0,2,OUTGOING
N3532 (B1),N3532 (B12),270000000.0,1,OUTGOING
N3533 (B1),N2057 (B4),11500000000.0,10,OUTGOING
N3533 (B1),N7785 (B4),1000000000.0,1,OUTGOING
N3534 (B1),N1628 (B20),2500000000.0,1,OUTGOING
N3535 (B1),N3535 (B104),1800000.0,4,OUTGOING
N3536 (B1),N7786 (B106),600000000.0,1,OUTGOING
N2234 (B1),N2234 (B3),5000000000.0,1,OUTGOING
N1108 (B1),N5976 (B4),9950000000.0,10,OUTGOING
N3537 (B1),N3537 (B4),150000000.0,1,OUTGOING
N1391 (B1),N7787 (B8),173799750.0,1,OUTGOING
N3538 (B1),N7788 (B11),223211029.0,1,OUTGOING
N3538 (B1),N7789 (B114),400000000.0,1,OUTGOING
N3539 (B1),N7790 (B4),1266715644.0,1,OUTGOING
N3539 (B1),N7791 (B3),696695556.0,1,OUTGOING
N3539 (B1),N7792 (B13),3897561195.0,2,OUTGOING
N3539 (B1),N3539 (B4),354460926.0,1,OUTGOING
N3539 (B1),N7793 (B4),1656268100.0,1,OUTGOING
N3540 (B1),N3540 (B4),2000000000.0,1,OUTGOING
N3541 (B1),N3541 (B4),550000000.0,2,OUTGOING
N3542 (B1),N7794 (B3),2300243560.0,1,OUTGOING
N3543 (B1),N3543 (B82),100000000000.0,2,OUTGOING
N3542 (B1),N7795 (B3),3001861759.0,2,OUTGOING
N3543 (B1),N3543 (B8),715000000000.0,17,OUTGOING
N3544 (B1),N3544 (B8),11102305157.0,4,OUTGOING
N3545 (B1),N7796 (B13),533892334.0,1,OUTGOING
N3544 (B1),N3544 (B8),11102305157.0,4,OUTGOING
N3543 (B1),N3543 (B8),715000000000.0,17,OUTGOING
N3543 (B1),N3543 (B8),715000000000.0,17,OUTGOING
N3543 (B1),N3543 (B8),715000000000.0,17,OUTGOING
N3546 (B1),N7795 (B3),4006096960.0,1,OUTGOING
N3547 (B1),N3547 (B8),726000000000.0,9,OUTGOING
N3548 (B1),N3547 (B8),50401655660.0,1,OUTGOING
N3543 (B1),N3543 (B8),715000000000.0,17,OUTGOING
N3549 (B1),N3543 (B8),20004891504.0,1,OUTGOING
N3550 (B1),N3550 (B106),50127357259.0,1,OUTGOING
N3551 (B1),N3551 (B9),16017947367.0,2,OUTGOING
N3552 (B1),N3552 (B13),15000535343.0,1,OUTGOING
N915 (B1),N915 (B13),30016069588.0,1,OUTGOING
N2580 (B1),N2580 (B13),20011466848.0,1,OUTGOING
N3553 (B1),N7797 (B24),70040233968.0,1,OUTGOING
N3554 (B1),N3554 (B24),25006672328.0,1,OUTGOING
N3555 (B1),N3555 (B24),35009357260.0,1,OUTGOING
N3556 (B1),N3555 (B24),30016069588.0,1,OUTGOING
N3544 (B1),N3544 (B8),11102305157.0,4,OUTGOING
N3557 (B1),N3557 (B24),66032135874.0,4,OUTGOING
N3558 (B1),N7798 (B24),80068193965.0,2,OUTGOING
N3559 (B1),N3559 (B13),3003181904.0,1,OUTGOING
N3560 (B1),N3555 (B24),55011043287.0,2,OUTGOING
N3543 (B1),N3543 (B8),715000000000.0,17,OUTGOING
N3543 (B1),N3543 (B8),715000000000.0,17,OUTGOING
N3543 (B1),N3543 (B8),715000000000.0,17,OUTGOING
N3561 (B1),N3561 (B8),16001801096.0,1,OUTGOING
N3562 (B1),N3562 (B9),60047303693.0,1,OUTGOING
N3563 (B1),N3562 (B9),100000000000.0,1,OUTGOING
N1426 (B1),N1426 (B11),12592500000.0,3,OUTGOING
N1426 (B1),N1426 (B3),56539750000.0,4,OUTGOING
N1426 (B1),N1426 (B14),35797000000.0,3,OUTGOING
N1426 (B1),N1426 (B30),3612500000.0,1,OUTGOING
N1966 (B1),N7799 (B4),912500000.0,1,OUTGOING
N3564 (B1),N7800 (B3),8000000000.0,4,OUTGOING
N3564 (B1),N7800 (B3),8000000000.0,4,OUTGOING
N3565 (B1),N7801 (B4),650000000.0,1,OUTGOING
N3566 (B1),N6931 (B11),232134434.0,2,OUTGOING
N3566 (B1),N917 (B30),202252497.0,1,OUTGOING
N3566 (B1),N3396 (B7),157281189.0,1,OUTGOING
N3566 (B1),N7802 (B11),297089636.0,2,OUTGOING
N3566 (B1),N7803 (B4),147515431.0,1,OUTGOING
N3566 (B1),N3739 (B7),1084501392.0,2,OUTGOING
N3566 (B1),N7804 (B3),120788762.0,1,OUTGOING
N3567 (B1),N3567 (B22),130217000.0,1,OUTGOING
N2026 (B1),N2028 (B3),6980617087.0,3,OUTGOING
N2026 (B1),N7805 (B3),1267138428.0,1,OUTGOING
N2026 (B1),N7806 (B3),3547800000.0,1,OUTGOING
N2026 (B1),N7807 (B3),1318105087.0,1,OUTGOING
N3568 (B1),N7808 (B4),500000000.0,1,OUTGOING
N1220 (B1),N1220 (B4),5800000000.0,1,OUTGOING
N3569 (B1),N7809 (B4),1109000000.0,1,OUTGOING
N3570 (B1),N7810 (B4),215000000.0,1,OUTGOING
N1444 (B1),N1444 (B105),3500000000.0,4,OUTGOING
N3571 (B1),N7811 (B106),151648200.0,1,OUTGOING
N2164 (B1),N6781 (B4),300000000.0,1,OUTGOING
N2164 (B1),N7812 (B11),424300000.0,1,OUTGOING
N925 (B1),N7813 (B105),2451616000.0,1,OUTGOING
N925 (B1),N7814 (B11),2564100000.0,1,OUTGOING
N925 (B1),N7815 (B73),1323190000.0,1,OUTGOING
N925 (B1),N7816 (B4),1090027774.0,1,OUTGOING
N925 (B1),N7817 (B7),1751426600.0,1,OUTGOING
N3572 (B1),N6139 (B3),411394162.0,1,OUTGOING
N3572 (B1),N7818 (B4),200000000.0,1,OUTGOING
N3572 (B1),N7819 (B4),125000000.0,1,OUTGOING
N3573 (B1),N7820 (B4),1000000000.0,1,OUTGOING
N3574 (B1),N7821 (B4),123879040.0,1,OUTGOING
N1238 (B1),N1238 (B106),1000000000.0,1,OUTGOING
N1238 (B1),N7822 (B10),3772038270.0,1,OUTGOING
N1238 (B1),N7823 (B10),3383583720.0,1,OUTGOING
N1238 (B1),N6824 (B16),1126669500.0,1,OUTGOING
N3575 (B1),N3575 (B11),900000000.0,1,OUTGOING
N2878 (B1),N7824 (B109),1000000000.0,1,OUTGOING
N131 (B1),N131 (B4),467000000000.0,2,OUTGOING
N3184 (B1),N7825 (B108),500000000.0,1,OUTGOING
N3576 (B1),N3576 (B4),264000000.0,1,OUTGOING
N3577 (B1),N7826 (B20),329395346.0,2,OUTGOING
N1810 (B1),N1810 (B76),7850000000.0,2,OUTGOING
N1810 (B1),N1810 (B76),7850000000.0,2,OUTGOING
N1810 (B1),N7827 (B3),587125000.0,1,OUTGOING
N1582 (B1),N7828 (B3),3000000000.0,1,OUTGOING
N3578 (B1),N6176 (B43),14206500000.0,1,OUTGOING
N3579 (B1),N3579 (B3),15512730466.0,2,OUTGOING
N3579 (B1),N3579 (B3),15512730466.0,2,OUTGOING
N1445 (B1),N1445 (B3),500000000.0,1,OUTGOING
N2838 (B1),N2838 (B4),300000000.0,1,OUTGOING
N3580 (B1),N7829 (B7),500000000.0,1,OUTGOING
N519 (B1),N6012 (B4),40123832941.0,12,OUTGOING
N3581 (B1),N7830 (B4),800000000.0,1,OUTGOING
N3582 (B1),N7831 (B3),137000000.0,1,OUTGOING
N3583 (B1),N3583 (B14),500000000.0,1,OUTGOING
N3477 (B1),N7832 (B4),116000000.0,1,OUTGOING
N1345 (B1),N7833 (B4),100306800.0,1,OUTGOING
N3584 (B1),N3584 (B3),1200000000.0,1,OUTGOING
N3584 (B1),N3584 (B3),1200000000.0,1,OUTGOING
N3585 (B1),N7834 (B4),100000001.0,1,OUTGOING
N3585 (B1),N7835 (B4),100000001.0,1,OUTGOING
N3586 (B1),N7586 (B3),3564865007.0,10,OUTGOING
N3587 (B1),N3587 (B104),40059000.0,16,OUTGOING
N3587 (B1),N3587 (B104),40059000.0,16,OUTGOING
N673 (B1),N7836 (B10),1027894372.0,1,OUTGOING
N673 (B1),N7837 (B106),2460147033.0,1,OUTGOING
N673 (B1),N7838 (B10),1982746789.0,1,OUTGOING
N3588 (B1),N7839 (B8),209566770.0,1,OUTGOING
N3588 (B1),N7840 (B4),106130427.0,1,OUTGOING
N3588 (B1),N7841 (B3),400479314.0,2,OUTGOING
N3588 (B1),N33 (B4),138105760.0,1,OUTGOING
N117 (B1),N117 (B4),5066000000.0,7,OUTGOING
N754 (B1),N754 (B7),10435000000.0,2,OUTGOING
N754 (B1),N754 (B11),8500000000.0,1,OUTGOING
N3589 (B1),N3589 (B4),1890006000.0,1,OUTGOING
N3590 (B1),N7842 (B11),500000000.0,1,OUTGOING
N3590 (B1),N7842 (B11),500000000.0,1,OUTGOING
N835 (B1),N835 (B3),160000000.0,1,OUTGOING
N835 (B1),N835 (B18),9000000000.0,1,OUTGOING
N835 (B1),N835 (B13),2000000000.0,1,OUTGOING
N3591 (B1),N7843 (B106),1994000000.0,1,OUTGOING
N3592 (B1),N7844 (B4),639400000.0,1,OUTGOING
N3593 (B1),N7845 (B4),253084634.0,1,OUTGOING
N3594 (B1),N3594 (B97),3400000000.0,1,OUTGOING
N3595 (B1),N7674 (B106),555180000.0,2,OUTGOING
N3595 (B1),N7674 (B74),1171800000.0,1,OUTGOING
N3596 (B1),N4905 (B13),593084578.9,1,OUTGOING
N491 (B1),N7846 (B110),975442000.0,3,OUTGOING
N491 (B1),N7847 (B105),1464343358.0,6,OUTGOING
N491 (B1),N7848 (B110),706311500.0,2,OUTGOING
N491 (B1),N7849 (B110),254250000.0,1,OUTGOING
N491 (B1),N7850 (B105),166250000.0,1,OUTGOING
N2369 (B1),N7851 (B30),109000000000.0,5,OUTGOING
N2369 (B1),N2369 (B30),288000000000.0,6,OUTGOING
N2369 (B1),N2369 (B9),157000000000.0,1,OUTGOING
N3597 (B1),N7852 (B106),120000000.0,1,OUTGOING
N3598 (B1),N7853 (B4),1113606413.0,1,OUTGOING
N3599 (B1),N7854 (B11),297602931.0,2,OUTGOING
N691 (B1),N691 (B4),6500000000.0,1,OUTGOING
N3600 (B1),N7853 (B4),1108545750.0,2,OUTGOING
N3601 (B1),N3601 (B11),7410000000.0,3,OUTGOING
N3602 (B1),N7855 (B3),543650000.0,2,OUTGOING
N1556 (B1),N7856 (B4),970000000.0,1,OUTGOING
N1556 (B1),N1556 (B9),2400000000.0,1,OUTGOING
N2874 (B1),N2874 (B4),19000000000.0,2,OUTGOING
N2874 (B1),N2874 (B4),19000000000.0,2,OUTGOING
N2261 (B1),N2261 (B19),8277000000.0,5,OUTGOING
N2261 (B1),N2261 (B105),3757000000.0,8,OUTGOING
N2261 (B1),N2261 (B3),6454000000.0,9,OUTGOING
N2261 (B1),N2261 (B4),4622000000.0,7,OUTGOING
N2261 (B1),N2261 (B11),101000000.0,1,OUTGOING
N2261 (B1),N2261 (B18),212000000.0,1,OUTGOING
N2261 (B1),N2261 (B3),6454000000.0,9,OUTGOING
N2261 (B1),N2261 (B105),3757000000.0,8,OUTGOING
N1016 (B1),N7857 (B105),400000000.0,2,OUTGOING
N1016 (B1),N7858 (B106),200000000.0,1,OUTGOING
N1016 (B1),N7859 (B106),120000000.0,1,OUTGOING
N3603 (B1),N7860 (B28),7000000000.0,1,OUTGOING
N3604 (B1),N7861 (B4),4575000000.0,1,OUTGOING
N1507 (B1),N1507 (B3),10000000000.0,1,OUTGOING
N1669 (B1),N6409 (B12),1700000000.0,1,OUTGOING
N1669 (B1),N7862 (B4),1500000000.0,1,OUTGOING
N1669 (B1),N7863 (B4),1942000000.0,3,OUTGOING
