entity,in_degree,out_degree,total_degree
N5357 (B5),0.0,1.0,1.0
N5358 (B4),0.0,1.0,1.0
N5359 (B3),0.0,1.0,1.0
N5360 (B41),0.0,1.0,1.0
N487 (B4),0.0,1.0,1.0
N5361 (B9),0.0,1.0,1.0
N5362 (B7),0.0,1.0,1.0
N5363 (B42),0.0,7.0,7.0
N5364 (B20),0.0,1.0,1.0
N5364 (B4),0.0,2.0,2.0
N490 (B4),0.0,3.0,3.0
N5365 (B4),0.0,2.0,2.0
N1886 (B4),0.0,2.0,2.0
N5366 (B4),0.0,3.0,3.0
N1944 (B7),0.0,4.0,4.0
N492 (B14),0.0,1.0,1.0
N492 (B7),0.0,1.0,1.0
N5367 (B22),0.0,2.0,2.0
N493 (B4),0.0,1.0,1.0
N494 (B58),0.0,1.0,1.0
N5368 (B3),0.0,1.0,1.0
N5369 (B4),0.0,1.0,1.0
N497 (B25),0.0,2.0,2.0
N5370 (B4),0.0,2.0,2.0
N500 (B4),0.0,1.0,1.0
N5371 (B3),0.0,1.0,1.0
N5372 (B18),0.0,1.0,1.0
N5373 (B4),0.0,1.0,1.0
N5374 (B17),0.0,2.0,2.0
N5375 (B22),0.0,1.0,1.0
N5376 (B3),0.0,1.0,1.0
N507 (B4),0.0,1.0,1.0
N508 (B5),0.0,1.0,1.0
N5377 (B11),0.0,1.0,1.0
N5378 (B4),0.0,1.0,1.0
N5379 (B3),0.0,6.0,6.0
N5380 (B42),0.0,2.0,2.0
N513 (B4),0.0,1.0,1.0
N5381 (B4),0.0,1.0,1.0
N513 (B3),0.0,1.0,1.0
N5382 (B67),0.0,1.0,1.0
N515 (B12),0.0,1.0,1.0
N5383 (B12),0.0,2.0,2.0
N5384 (B3),0.0,1.0,1.0
N519 (B4),0.0,1.0,1.0
N520 (B4),0.0,1.0,1.0
N521 (B62),0.0,1.0,1.0
N522 (B4),0.0,1.0,1.0
N523 (B3),0.0,1.0,1.0
N524 (B4),0.0,1.0,1.0
N525 (B62),0.0,1.0,1.0
N526 (B17),0.0,2.0,2.0
N528 (B4),0.0,1.0,1.0
N530 (B30),0.0,1.0,1.0
N530 (B4),0.0,1.0,1.0
N532 (B4),0.0,1.0,1.0
N532 (B3),0.0,1.0,1.0
N5385 (B11),0.0,1.0,1.0
N534 (B3),0.0,1.0,1.0
N535 (B28),0.0,1.0,1.0
N5386 (B41),0.0,1.0,1.0
N537 (B3),0.0,1.0,1.0
N5387 (B4),0.0,1.0,1.0
N5388 (B14),0.0,3.0,3.0
N5389 (B24),0.0,1.0,1.0
N5390 (B8),0.0,1.0,1.0
N5391 (B4),0.0,1.0,1.0
N5392 (B4),0.0,1.0,1.0
N5393 (B20),0.0,1.0,1.0
N5394 (B17),0.0,1.0,1.0
N5395 (B3),0.0,1.0,1.0
N5396 (B18),0.0,5.0,5.0
N5397 (B68),0.0,1.0,1.0
N540 (B11),1.0,5.0,6.0
N5398 (B3),0.0,3.0,3.0
N544 (B18),0.0,2.0,2.0
N545 (B4),0.0,12.0,12.0
N5399 (B21),0.0,2.0,2.0
N545 (B69),0.0,2.0,2.0
N545 (B18),0.0,6.0,6.0
N5400 (B21),0.0,2.0,2.0
N5401 (B21),0.0,2.0,2.0
N547 (B3),0.0,3.0,3.0
N547 (B4),2.0,3.0,5.0
N548 (B4),0.0,1.0,1.0
N5402 (B21),0.0,1.0,1.0
N548 (B3),0.0,1.0,1.0
N1783 (B20),0.0,1.0,1.0
N5403 (B8),0.0,1.0,1.0
N5404 (B50),0.0,1.0,1.0
N5405 (B13),0.0,2.0,2.0
N5406 (B29),0.0,1.0,1.0
N5407 (B5),0.0,1.0,1.0
N553 (B18),0.0,5.0,5.0
N5408 (B34),0.0,1.0,1.0
N555 (B4),0.0,1.0,1.0
N556 (B4),0.0,1.0,1.0
N557 (B4),0.0,1.0,1.0
N5409 (B6),0.0,4.0,4.0
N5410 (B46),0.0,3.0,3.0
N689 (B70),0.0,2.0,2.0
N560 (B13),0.0,1.0,1.0
N5411 (B16),0.0,1.0,1.0
N5412 (B5),0.0,1.0,1.0
N835 (B13),1.0,1.0,2.0
N5413 (B3),0.0,3.0,3.0
N566 (B16),0.0,1.0,1.0
N567 (B30),0.0,1.0,1.0
N1941 (B7),0.0,1.0,1.0
N569 (B4),0.0,1.0,1.0
N570 (B4),0.0,1.0,1.0
N571 (B6),0.0,1.0,1.0
N571 (B53),1.0,1.0,2.0
N5414 (B17),0.0,2.0,2.0
N5415 (B4),0.0,1.0,1.0
N5416 (B43),0.0,1.0,1.0
N5417 (B17),0.0,1.0,1.0
N5418 (B13),0.0,2.0,2.0
N1853 (B71),0.0,4.0,4.0
N574 (B11),0.0,1.0,1.0
N5419 (B13),1.0,5.0,6.0
N5420 (B62),0.0,1.0,1.0
N5421 (B3),0.0,1.0,1.0
N5422 (B4),0.0,1.0,1.0
N5423 (B3),0.0,4.0,4.0
N5424 (B4),0.0,1.0,1.0
N5425 (B17),0.0,1.0,1.0
N5426 (B4),0.0,1.0,1.0
N5427 (B4),0.0,1.0,1.0
N5428 (B4),0.0,1.0,1.0
N582 (B3),0.0,3.0,3.0
N583 (B11),0.0,1.0,1.0
N584 (B64),0.0,2.0,2.0
N585 (B30),0.0,3.0,3.0
N585 (B53),0.0,2.0,2.0
N5429 (B4),0.0,1.0,1.0
N586 (B4),0.0,2.0,2.0
N586 (B3),0.0,1.0,1.0
N586 (B41),0.0,1.0,1.0
N5430 (B4),0.0,1.0,1.0
N5431 (B41),0.0,1.0,1.0
N5432 (B29),0.0,1.0,1.0
N5433 (B3),0.0,1.0,1.0
N5434 (B3),0.0,1.0,1.0
N5435 (B6),0.0,1.0,1.0
N5436 (B6),0.0,1.0,1.0
N5437 (B18),0.0,1.0,1.0
N5438 (B3),0.0,1.0,1.0
N5439 (B3),0.0,1.0,1.0
N5440 (B3),0.0,1.0,1.0
N5441 (B11),0.0,1.0,1.0
N5442 (B3),0.0,1.0,1.0
N5443 (B51),0.0,2.0,2.0
N597 (B4),2.0,1.0,3.0
N597 (B3),0.0,1.0,1.0
N597 (B5),0.0,1.0,1.0
N5444 (B4),0.0,1.0,1.0
N5445 (B4),0.0,2.0,2.0
N5446 (B4),0.0,1.0,1.0
N5447 (B17),0.0,1.0,1.0
N5448 (B17),0.0,1.0,1.0
N5449 (B4),0.0,1.0,1.0
N5450 (B14),0.0,1.0,1.0
N5451 (B4),0.0,1.0,1.0
N5452 (B4),1.0,1.0,2.0
N5453 (B4),0.0,1.0,1.0
N5454 (B3),0.0,4.0,4.0
N5455 (B4),0.0,2.0,2.0
N5456 (B3),0.0,1.0,1.0
N5457 (B18),0.0,1.0,1.0
N5458 (B18),0.0,1.0,1.0
N602 (B28),0.0,1.0,1.0
N5459 (B18),0.0,2.0,2.0
N5460 (B18),0.0,2.0,2.0
N5461 (B18),0.0,1.0,1.0
N5462 (B18),0.0,2.0,2.0
N5463 (B18),0.0,2.0,2.0
N5464 (B18),0.0,1.0,1.0
N5465 (B18),0.0,2.0,2.0
N5466 (B18),0.0,1.0,1.0
N5467 (B7),0.0,1.0,1.0
N604 (B43),1.0,1.0,2.0
N604 (B4),1.0,1.0,2.0
N5468 (B8),0.0,1.0,1.0
N5469 (B4),0.0,1.0,1.0
N605 (B3),1.0,1.0,2.0
N605 (B72),0.0,1.0,1.0
N5470 (B11),0.0,1.0,1.0
N5471 (B3),0.0,1.0,1.0
N609 (B4),1.0,1.0,2.0
N610 (B4),0.0,1.0,1.0
N5472 (B3),0.0,1.0,1.0
N5473 (B3),0.0,1.0,1.0
N5474 (B3),0.0,1.0,1.0
N5475 (B8),0.0,1.0,1.0
N1971 (B11),0.0,2.0,2.0
N5476 (B5),0.0,1.0,1.0
N5477 (B4),0.0,1.0,1.0
N5478 (B3),0.0,1.0,1.0
N5479 (B15),0.0,1.0,1.0
N619 (B41),0.0,1.0,1.0
N1846 (B3),0.0,1.0,1.0
N5480 (B4),0.0,1.0,1.0
N5481 (B5),0.0,1.0,1.0
N5482 (B21),0.0,1.0,1.0
N5483 (B24),0.0,1.0,1.0
N5484 (B17),0.0,2.0,2.0
N627 (B73),0.0,1.0,1.0
N5485 (B3),0.0,1.0,1.0
N629 (B4),0.0,1.0,1.0
N5486 (B9),0.0,10.0,10.0
N5487 (B9),0.0,7.0,7.0
N5488 (B17),0.0,1.0,1.0
N632 (B4),0.0,1.0,1.0
N633 (B4),0.0,1.0,1.0
N5489 (B3),0.0,2.0,2.0
N5490 (B9),0.0,6.0,6.0
N635 (B4),0.0,1.0,1.0
N5491 (B4),0.0,1.0,1.0
N5492 (B14),0.0,1.0,1.0
N5493 (B28),0.0,1.0,1.0
N5494 (B71),0.0,2.0,2.0
N5495 (B46),0.0,1.0,1.0
N5496 (B3),0.0,1.0,1.0
N5497 (B7),0.0,1.0,1.0
N5498 (B51),0.0,2.0,2.0
N5499 (B73),0.0,1.0,1.0
N5500 (B9),0.0,2.0,2.0
N5501 (B43),0.0,2.0,2.0
N5502 (B10),0.0,1.0,1.0
N5503 (B71),0.0,2.0,2.0
N5504 (B3),0.0,1.0,1.0
N644 (B30),0.0,1.0,1.0
N645 (B16),0.0,1.0,1.0
N5505 (B3),0.0,2.0,2.0
N5506 (B3),0.0,1.0,1.0
N647 (B4),0.0,1.0,1.0
N5507 (B5),0.0,1.0,1.0
N649 (B3),0.0,1.0,1.0
N5508 (B43),0.0,1.0,1.0
N5509 (B3),0.0,1.0,1.0
N653 (B4),0.0,1.0,1.0
N654 (B18),1.0,1.0,2.0
N654 (B14),0.0,1.0,1.0
N5510 (B9),0.0,2.0,2.0
N5511 (B18),0.0,1.0,1.0
N5512 (B18),0.0,1.0,1.0
N5513 (B18),0.0,1.0,1.0
N5514 (B74),0.0,2.0,2.0
N5515 (B3),0.0,1.0,1.0
N5516 (B5),0.0,1.0,1.0
N5517 (B3),0.0,1.0,1.0
N658 (B4),0.0,1.0,1.0
N658 (B3),0.0,1.0,1.0
N658 (B11),0.0,1.0,1.0
N659 (B4),1.0,1.0,2.0
N5518 (B57),0.0,1.0,1.0
N5519 (B10),0.0,4.0,4.0
N661 (B4),0.0,1.0,1.0
N661 (B20),0.0,1.0,1.0
N662 (B17),0.0,2.0,2.0
N5520 (B11),0.0,1.0,1.0
N664 (B28),0.0,1.0,1.0
N665 (B4),0.0,1.0,1.0
N5521 (B3),0.0,1.0,1.0
N5522 (B75),0.0,1.0,1.0
N669 (B11),0.0,1.0,1.0
N5523 (B10),0.0,1.0,1.0
N671 (B5),0.0,1.0,1.0
N841 (B14),1.0,3.0,4.0
N5524 (B10),0.0,1.0,1.0
N674 (B76),0.0,3.0,3.0
N675 (B15),0.0,1.0,1.0
N676 (B29),0.0,2.0,2.0
N5525 (B3),0.0,1.0,1.0
N5526 (B11),0.0,2.0,2.0
N680 (B14),0.0,1.0,1.0
N5527 (B14),0.0,1.0,1.0
N681 (B3),0.0,1.0,1.0
N682 (B4),0.0,1.0,1.0
N682 (B5),0.0,2.0,2.0
N5528 (B17),0.0,2.0,2.0
N5529 (B3),0.0,1.0,1.0
N1540 (B4),0.0,1.0,1.0
N683 (B10),0.0,1.0,1.0
N684 (B22),0.0,1.0,1.0
N685 (B3),0.0,1.0,1.0
N5530 (B4),0.0,1.0,1.0
N5531 (B17),0.0,1.0,1.0
N687 (B4),0.0,1.0,1.0
N688 (B41),0.0,1.0,1.0
N5532 (B16),0.0,4.0,4.0
N691 (B4),1.0,2.0,3.0
N5533 (B7),0.0,2.0,2.0
N5534 (B4),0.0,2.0,2.0
N5535 (B28),0.0,1.0,1.0
N5536 (B3),0.0,1.0,1.0
N5537 (B10),0.0,2.0,2.0
N695 (B3),0.0,1.0,1.0
N5538 (B4),0.0,1.0,1.0
N697 (B12),0.0,1.0,1.0
N5539 (B17),0.0,1.0,1.0
N699 (B4),0.0,1.0,1.0
N5540 (B3),0.0,1.0,1.0
N5541 (B3),0.0,1.0,1.0
N5542 (B3),0.0,1.0,1.0
N5543 (B11),0.0,1.0,1.0
N702 (B4),0.0,1.0,1.0
N5544 (B17),0.0,1.0,1.0
N5545 (B4),0.0,1.0,1.0
N704 (B27),0.0,1.0,1.0
N705 (B4),0.0,1.0,1.0
N5546 (B3),0.0,1.0,1.0
N5547 (B3),0.0,1.0,1.0
N708 (B3),0.0,3.0,3.0
N708 (B77),3.0,3.0,6.0
N709 (B4),0.0,1.0,1.0
N709 (B78),0.0,1.0,1.0
N5548 (B4),0.0,1.0,1.0
N711 (B4),0.0,1.0,1.0
N712 (B3),0.0,1.0,1.0
N5549 (B3),0.0,3.0,3.0
N5550 (B7),0.0,1.0,1.0
N5551 (B65),0.0,1.0,1.0
N5552 (B4),0.0,1.0,1.0
N5553 (B3),0.0,1.0,1.0
N720 (B4),0.0,1.0,1.0
N720 (B3),0.0,1.0,1.0
N721 (B4),0.0,1.0,1.0
N721 (B5),0.0,1.0,1.0
N721 (B3),0.0,1.0,1.0
N5554 (B5),0.0,1.0,1.0
N5555 (B21),0.0,1.0,1.0
N5556 (B21),0.0,1.0,1.0
N5557 (B21),0.0,1.0,1.0
N5558 (B5),0.0,1.0,1.0
N724 (B4),0.0,1.0,1.0
N5559 (B5),0.0,1.0,1.0
N726 (B30),0.0,1.0,1.0
N5560 (B22),0.0,2.0,2.0
N5561 (B52),0.0,1.0,1.0
N5562 (B52),0.0,1.0,1.0
N5563 (B4),0.0,1.0,1.0
N5564 (B3),0.0,1.0,1.0
N5565 (B7),0.0,1.0,1.0
N731 (B4),0.0,2.0,2.0
N732 (B4),0.0,1.0,1.0
N733 (B4),0.0,1.0,1.0
N734 (B5),0.0,1.0,1.0
N734 (B17),0.0,1.0,1.0
N735 (B14),0.0,1.0,1.0
N736 (B3),0.0,1.0,1.0
N5566 (B54),0.0,1.0,1.0
N738 (B4),0.0,1.0,1.0
N739 (B4),0.0,1.0,1.0
N5567 (B4),0.0,1.0,1.0
N5568 (B11),0.0,1.0,1.0
N5569 (B43),0.0,1.0,1.0
N5570 (B4),0.0,1.0,1.0
N5571 (B4),0.0,1.0,1.0
N5572 (B3),0.0,1.0,1.0
N743 (B4),0.0,1.0,1.0
N743 (B30),0.0,1.0,1.0
N5573 (B17),0.0,1.0,1.0
N5574 (B4),0.0,3.0,3.0
N5575 (B4),0.0,3.0,3.0
N5576 (B4),0.0,3.0,3.0
N745 (B3),0.0,1.0,1.0
N5577 (B5),0.0,1.0,1.0
N746 (B5),0.0,1.0,1.0
N5577 (B17),0.0,1.0,1.0
N5578 (B3),0.0,2.0,2.0
N748 (B4),0.0,1.0,1.0
N5579 (B8),0.0,1.0,1.0
N1816 (B5),0.0,1.0,1.0
N5580 (B17),0.0,1.0,1.0
N753 (B11),0.0,1.0,1.0
N5581 (B43),0.0,1.0,1.0
N754 (B23),0.0,1.0,1.0
N755 (B3),1.0,1.0,2.0
N5582 (B3),0.0,1.0,1.0
N5583 (B4),0.0,1.0,1.0
N5584 (B7),0.0,1.0,1.0
N5585 (B4),0.0,1.0,1.0
N883 (B4),0.0,4.0,4.0
N5586 (B4),0.0,1.0,1.0
N1472 (B3),0.0,4.0,4.0
N762 (B3),0.0,1.0,1.0
N763 (B3),0.0,1.0,1.0
N763 (B20),0.0,2.0,2.0
N5587 (B13),0.0,1.0,1.0
N5588 (B5),0.0,1.0,1.0
N5589 (B4),0.0,1.0,1.0
N5590 (B62),0.0,1.0,1.0
N3606 (B12),0.0,1.0,1.0
N5591 (B62),0.0,1.0,1.0
N5592 (B7),0.0,1.0,1.0
N5593 (B20),0.0,1.0,1.0
N5594 (B4),0.0,1.0,1.0
N5595 (B5),0.0,1.0,1.0
N5596 (B4),0.0,1.0,1.0
N769 (B7),0.0,1.0,1.0
N5597 (B7),0.0,1.0,1.0
N5598 (B4),0.0,1.0,1.0
N5599 (B20),0.0,1.0,1.0
N5600 (B14),0.0,1.0,1.0
N5601 (B3),0.0,1.0,1.0
N5602 (B43),0.0,1.0,1.0
N774 (B7),0.0,1.0,1.0
N5603 (B30),0.0,1.0,1.0
N5604 (B3),0.0,1.0,1.0
N5605 (B24),0.0,1.0,1.0
N778 (B4),0.0,3.0,3.0
N5606 (B4),0.0,2.0,2.0
N1325 (B4),0.0,3.0,3.0
N5607 (B4),0.0,3.0,3.0
N5608 (B4),0.0,2.0,2.0
N5609 (B43),0.0,2.0,2.0
N5610 (B17),0.0,1.0,1.0
N5611 (B3),0.0,2.0,2.0
N5612 (B11),0.0,1.0,1.0
N781 (B25),0.0,1.0,1.0
N5613 (B4),0.0,1.0,1.0
N5614 (B3),0.0,1.0,1.0
N784 (B76),0.0,1.0,1.0
N5615 (B20),1.0,1.0,2.0
N231 (B3),0.0,1.0,1.0
N5616 (B3),0.0,1.0,1.0
N5617 (B4),0.0,3.0,3.0
N5618 (B17),0.0,2.0,2.0
N1046 (B4),0.0,3.0,3.0
N1057 (B4),0.0,4.0,4.0
N5619 (B17),0.0,1.0,1.0
N5620 (B17),0.0,1.0,1.0
N793 (B4),2.0,1.0,3.0
N794 (B79),0.0,1.0,1.0
N5621 (B62),0.0,1.0,1.0
N5622 (B4),0.0,3.0,3.0
N796 (B4),0.0,1.0,1.0
N797 (B4),0.0,1.0,1.0
N5623 (B5),0.0,1.0,1.0
N5623 (B4),0.0,1.0,1.0
N5624 (B4),0.0,1.0,1.0
N798 (B4),0.0,1.0,1.0
N798 (B30),1.0,2.0,3.0
N799 (B4),0.0,1.0,1.0
N5625 (B3),0.0,1.0,1.0
N5626 (B3),1.0,1.0,2.0
N802 (B14),0.0,1.0,1.0
N501 (B3),1.0,2.0,3.0
N804 (B62),0.0,1.0,1.0
N805 (B4),0.0,1.0,1.0
N806 (B4),0.0,1.0,1.0
N5627 (B28),0.0,1.0,1.0
N5628 (B4),0.0,1.0,1.0
N5629 (B8),0.0,1.0,1.0
N5630 (B48),0.0,5.0,5.0
N811 (B3),0.0,1.0,1.0
N5631 (B43),0.0,1.0,1.0
N5632 (B15),0.0,1.0,1.0
N1272 (B14),0.0,2.0,2.0
N815 (B19),0.0,1.0,1.0
N5633 (B4),0.0,1.0,1.0
N817 (B4),0.0,1.0,1.0
N818 (B4),0.0,1.0,1.0
N819 (B4),0.0,1.0,1.0
N5634 (B8),0.0,3.0,3.0
N5635 (B4),0.0,3.0,3.0
N819 (B14),1.0,1.0,2.0
N820 (B3),0.0,1.0,1.0
N821 (B3),0.0,1.0,1.0
N822 (B3),1.0,1.0,2.0
N823 (B18),0.0,1.0,1.0
N5636 (B6),0.0,3.0,3.0
N5637 (B50),0.0,1.0,1.0
N5638 (B4),0.0,1.0,1.0
N5639 (B4),0.0,3.0,3.0
N2232 (B5),0.0,2.0,2.0
N5640 (B51),0.0,1.0,1.0
N5641 (B6),0.0,1.0,1.0
N5642 (B3),0.0,4.0,4.0
N5643 (B5),0.0,1.0,1.0
N5644 (B3),0.0,1.0,1.0
N5640 (B3),0.0,1.0,1.0
N826 (B3),0.0,1.0,1.0
N826 (B17),0.0,1.0,1.0
N826 (B4),1.0,1.0,2.0
N5645 (B17),0.0,1.0,1.0
N5646 (B4),0.0,1.0,1.0
N5647 (B3),0.0,1.0,1.0
N827 (B14),0.0,1.0,1.0
N827 (B3),0.0,1.0,1.0
N5648 (B4),0.0,1.0,1.0
N828 (B4),0.0,1.0,1.0
N5649 (B62),0.0,1.0,1.0
N5650 (B17),0.0,1.0,1.0
N830 (B3),0.0,1.0,1.0
N831 (B22),0.0,1.0,1.0
N5651 (B4),0.0,1.0,1.0
N833 (B43),0.0,1.0,1.0
N5652 (B7),0.0,1.0,1.0
N5652 (B28),0.0,1.0,1.0
N835 (B4),0.0,3.0,3.0
N835 (B18),1.0,1.0,2.0
N5653 (B14),0.0,1.0,1.0
N1853 (B3),0.0,2.0,2.0
N5654 (B4),0.0,1.0,1.0
N5655 (B22),0.0,3.0,3.0
N839 (B10),0.0,1.0,1.0
N5656 (B20),0.0,1.0,1.0
N5657 (B4),0.0,1.0,1.0
N843 (B4),0.0,1.0,1.0
N843 (B14),1.0,1.0,2.0
N843 (B7),0.0,1.0,1.0
N844 (B17),0.0,1.0,1.0
N845 (B51),0.0,1.0,1.0
N5658 (B4),0.0,1.0,1.0
N847 (B3),1.0,1.0,2.0
N848 (B4),0.0,1.0,1.0
N5659 (B9),0.0,1.0,1.0
N851 (B4),0.0,1.0,1.0
N5660 (B3),0.0,1.0,1.0
N5660 (B17),0.0,1.0,1.0
N5661 (B3),0.0,1.0,1.0
N5662 (B3),0.0,1.0,1.0
N5663 (B8),0.0,2.0,2.0
N5664 (B3),0.0,1.0,1.0
N1472 (B8),0.0,2.0,2.0
N5665 (B3),0.0,1.0,1.0
N5666 (B4),0.0,2.0,2.0
N5667 (B16),0.0,1.0,1.0
N861 (B4),0.0,1.0,1.0
N5668 (B24),0.0,1.0,1.0
N862 (B4),0.0,1.0,1.0
N863 (B4),0.0,1.0,1.0
N5669 (B4),0.0,2.0,2.0
N865 (B20),0.0,1.0,1.0
N5670 (B4),0.0,1.0,1.0
N5671 (B3),0.0,1.0,1.0
N868 (B3),0.0,1.0,1.0
N5672 (B51),0.0,1.0,1.0
N869 (B6),0.0,1.0,1.0
N5673 (B41),0.0,4.0,4.0
N5674 (B4),0.0,1.0,1.0
N5675 (B3),0.0,2.0,2.0
N5194 (B3),0.0,4.0,4.0
N872 (B16),1.0,2.0,3.0
N5676 (B4),0.0,1.0,1.0
N874 (B4),0.0,2.0,2.0
N5677 (B4),0.0,1.0,1.0
N5678 (B4),0.0,1.0,1.0
N5679 (B4),1.0,1.0,2.0
N5680 (B12),0.0,1.0,1.0
N5681 (B4),0.0,1.0,1.0
N5682 (B5),0.0,2.0,2.0
N5683 (B17),0.0,1.0,1.0
N2695 (B3),1.0,2.0,3.0
N5684 (B4),0.0,1.0,1.0
N5685 (B3),0.0,1.0,1.0
N5686 (B51),0.0,1.0,1.0
N5687 (B30),0.0,1.0,1.0
N5688 (B62),0.0,1.0,1.0
N5689 (B3),0.0,1.0,1.0
N5690 (B80),0.0,1.0,1.0
N5691 (B11),0.0,1.0,1.0
N5692 (B4),0.0,1.0,1.0
N5693 (B12),0.0,1.0,1.0
N5694 (B81),0.0,1.0,1.0
N5695 (B4),0.0,2.0,2.0
N5696 (B4),0.0,2.0,2.0
N5695 (B3),0.0,2.0,2.0
N3920 (B82),1.0,2.0,3.0
N5697 (B4),0.0,2.0,2.0
N5698 (B62),0.0,2.0,2.0
N5699 (B4),0.0,3.0,3.0
N5700 (B4),0.0,1.0,1.0
N5701 (B83),0.0,1.0,1.0
N5702 (B17),0.0,1.0,1.0
N5703 (B3),0.0,1.0,1.0
N5704 (B4),0.0,1.0,1.0
N5705 (B4),0.0,1.0,1.0
N5706 (B3),0.0,1.0,1.0
N5707 (B5),0.0,2.0,2.0
N5708 (B4),0.0,1.0,1.0
N5709 (B14),0.0,1.0,1.0
N5710 (B4),0.0,1.0,1.0
N5711 (B4),0.0,1.0,1.0
N2039 (B84),0.0,2.0,2.0
N5712 (B30),0.0,1.0,1.0
N5713 (B10),0.0,1.0,1.0
N5714 (B3),0.0,1.0,1.0
N5715 (B6),0.0,1.0,1.0
N5716 (B11),0.0,2.0,2.0
N3919 (B10),0.0,1.0,1.0
N5717 (B4),0.0,1.0,1.0
N5718 (B53),0.0,1.0,1.0
N5719 (B30),0.0,1.0,1.0
N5720 (B3),0.0,1.0,1.0
N5721 (B4),0.0,1.0,1.0
N5722 (B4),0.0,1.0,1.0
N5723 (B6),0.0,1.0,1.0
N5724 (B4),0.0,1.0,1.0
N5725 (B14),0.0,1.0,1.0
N5726 (B30),0.0,1.0,1.0
N5727 (B11),0.0,1.0,1.0
N5728 (B30),0.0,1.0,1.0
N5729 (B5),0.0,1.0,1.0
N5730 (B14),0.0,1.0,1.0
N5731 (B22),0.0,10.0,10.0
N5732 (B53),0.0,2.0,2.0
N5733 (B3),0.0,1.0,1.0
N5717 (B5),0.0,1.0,1.0
N5734 (B3),0.0,1.0,1.0
N2386 (B5),0.0,1.0,1.0
N5735 (B3),0.0,1.0,1.0
N5736 (B16),0.0,1.0,1.0
N5737 (B51),0.0,1.0,1.0
N5738 (B6),0.0,1.0,1.0
N5739 (B3),0.0,1.0,1.0
N5740 (B3),0.0,1.0,1.0
N5733 (B8),0.0,1.0,1.0
N5741 (B30),0.0,1.0,1.0
N5742 (B14),0.0,1.0,1.0
N5743 (B6),0.0,1.0,1.0
N5744 (B29),0.0,1.0,1.0
N5745 (B30),0.0,1.0,1.0
N5746 (B6),0.0,1.0,1.0
N5747 (B3),0.0,1.0,1.0
N5748 (B4),0.0,1.0,1.0
N5749 (B6),0.0,1.0,1.0
N5750 (B43),0.0,1.0,1.0
N5718 (B4),0.0,1.0,1.0
N5718 (B51),0.0,1.0,1.0
N5751 (B10),0.0,1.0,1.0
N5752 (B14),0.0,1.0,1.0
N5753 (B53),0.0,1.0,1.0
N885 (B30),0.0,1.0,1.0
N5754 (B3),0.0,1.0,1.0
N886 (B22),0.0,2.0,2.0
N886 (B4),0.0,1.0,1.0
N5755 (B3),0.0,1.0,1.0
N886 (B5),0.0,1.0,1.0
N886 (B29),0.0,1.0,1.0
N5756 (B4),0.0,1.0,1.0
N889 (B5),0.0,1.0,1.0
N890 (B16),0.0,1.0,1.0
N5757 (B4),0.0,1.0,1.0
N5758 (B4),0.0,1.0,1.0
N5759 (B4),0.0,1.0,1.0
N5760 (B5),0.0,1.0,1.0
N5761 (B30),0.0,1.0,1.0
N5762 (B3),0.0,1.0,1.0
N5763 (B5),0.0,1.0,1.0
N5764 (B4),0.0,1.0,1.0
N897 (B11),0.0,1.0,1.0
N5765 (B80),0.0,1.0,1.0
N5766 (B3),0.0,1.0,1.0
N5767 (B3),0.0,1.0,1.0
N900 (B11),0.0,1.0,1.0
N901 (B51),0.0,1.0,1.0
N5768 (B4),0.0,1.0,1.0
N903 (B13),0.0,2.0,2.0
N5769 (B5),0.0,3.0,3.0
N5770 (B4),0.0,2.0,2.0
N5771 (B62),0.0,1.0,1.0
N911 (B4),0.0,1.0,1.0
N5772 (B4),0.0,1.0,1.0
N1102 (B29),0.0,2.0,2.0
N912 (B29),0.0,1.0,1.0
N5773 (B16),0.0,1.0,1.0
N5774 (B11),0.0,1.0,1.0
N5775 (B3),0.0,1.0,1.0
N914 (B4),0.0,1.0,1.0
N5776 (B13),0.0,1.0,1.0
N5777 (B4),0.0,1.0,1.0
N5778 (B3),0.0,1.0,1.0
N917 (B7),0.0,1.0,1.0
N5779 (B17),0.0,2.0,2.0
N919 (B43),0.0,1.0,1.0
N919 (B4),0.0,1.0,1.0
N920 (B4),2.0,1.0,3.0
N5780 (B17),0.0,2.0,2.0
N825 (B5),0.0,2.0,2.0
N5781 (B3),0.0,1.0,1.0
N5782 (B3),0.0,1.0,1.0
N5783 (B30),0.0,1.0,1.0
N5784 (B3),0.0,1.0,1.0
N5785 (B3),0.0,1.0,1.0
N927 (B4),0.0,1.0,1.0
N928 (B18),0.0,1.0,1.0
N928 (B4),1.0,1.0,2.0
N929 (B4),0.0,1.0,1.0
N5786 (B4),0.0,1.0,1.0
N5787 (B22),0.0,1.0,1.0
N5788 (B3),0.0,1.0,1.0
N5789 (B3),0.0,1.0,1.0
N5790 (B5),0.0,1.0,1.0
N5791 (B4),0.0,1.0,1.0
N5792 (B85),0.0,1.0,1.0
N5793 (B13),0.0,1.0,1.0
N5794 (B8),0.0,1.0,1.0
N936 (B22),1.0,1.0,2.0
N5795 (B17),0.0,1.0,1.0
N5796 (B57),0.0,1.0,1.0
N941 (B58),0.0,1.0,1.0
N942 (B4),2.0,2.0,4.0
N942 (B5),0.0,1.0,1.0
N942 (B3),1.0,1.0,2.0
N942 (B18),0.0,1.0,1.0
N942 (B14),0.0,1.0,1.0
